Cultural Trends and Influences,Cultural Products Influence Flow,Cultural Products,random,Cultural Mediums,Art Forms,Cultural Origins,Impact Areas
Source,Target,Value
Workshops,Dance,129
Workshops,Music,250
Workshops,Cinema,211
Museums,Dance,428
Museums,Music,2839
Museums,Cinema,428
Dance,Asia,289
Dance,Africa,268
Music,Asia,1683
Music,Africa,1406
Cinema,Asia,386
Cinema,Africa,253
Asia,Education,929
Asia,Innovation,791
Asia,Tourism,638
Africa,Education,519
Africa,Innovation,608
Africa,Tourism,800
