Education and Academics,Academic Performance,score
Single Peak Distribution,Single Peak Distribution,Random fluctuation,Single Peak Distribution,Random fluctuation,Periodic fluctuation
STEM Subjects,Physical Education,Humanities,Vocational Training,Language Courses,Arts
1.088657158948244,6.359546907100108,23.51616464023194,8.979501031247064,33.35682393193258,60.31857930527661
6.450736565338848,13.513348073985282,43.9282751551482,10.796378585292324,24.941543342538854,71.07886928681147
3.524502846129179,5.619333580151918,63.26249611022752,7.719576767630939,61.03222997718638,91.29521744043056
14.490920903137061,5.990996408859699,83.27632909943176,1.824689064536793,67.87765235992929,93.91782777037669
1.2180352592358885,3.5539249444175423,69.33314075112203,11.290459801293645,46.56949577225443,89.38132341604063
10.22277898946045,0.4316865734512844,90.87179615068196,10.242022131211217,56.12357928015972,69.63923512348349
2.9356419588147946,6.143417678612028,88.92645714763061,6.206333598082687,34.29092498715534,45.65612839867851
3.0862679736284715,0.0,95.1231526029494,9.335089347790703,73.68875647019149,9.638710045876591
11.547602564338751,12.884836999938475,94.54736007909398,9.646572014800213,74.93452643967946,2.2245503913830094
10.71556532659064,4.765920666549162,76.68116716912068,6.210824126112964,53.39780821143437,5.535321801996501
11.20949379271818,10.00775307884045,82.98252795625385,2.8944897054527843,71.18025324613248,5.952274177916184
2.2363489372998684,6.969636236769013,75.18327601078764,6.285039607442014,61.47013725730815,46.33377078846956
7.7204372625013615,8.59819470284929,81.86291513720768,12.800149874253142,69.6131192734301,63.35928645676082
8.17264985840718,1.4398970630520758,81.7517596545107,14.830300216724531,44.801609165574234,94.8478307643835
12.232028098588549,16.78610206947986,89.8083483802594,7.735036917502977,46.41961443697795,95.66545378079618
10.799689345985023,11.228029373815247,90.0659849855482,18.42902422213452,33.226738095769086,95.09523230512055
22.04444509063147,13.961917405929736,100.0,18.750350878953356,36.35105975494436,73.16846381037483
25.134407961967614,25.347959240425922,69.66269492816382,22.039165379867114,80.21378767329986,60.6008615665409
21.57523091123999,36.976428280658695,89.1311481965075,31.97902850439982,100.0,40.56561721914259
45.51696854462757,42.582844730234015,81.1496767938327,42.91570444632717,91.61543245227884,9.206251454848925
49.18113851010318,57.71851967533518,62.86925818261469,53.05961060176172,83.71619058342863,8.368281819147104
70.67020050994287,68.99233760163612,69.92861577604685,73.14633393065779,76.3392278637788,1.7424123557993074
76.52737951241274,78.0844455621048,73.6031043325404,75.87114774372321,85.21583819592765,22.09596714476392
93.84078003930692,95.39298518491334,71.58446837378733,88.27055293293807,70.64038133236996,47.54974907409079
88.34934776434707,94.80355067156007,97.83076299940507,94.94622326361844,53.11421131999937,62.45069683455215
100.0,100.0,84.29724299911726,100.0,54.54355531265557,89.14876648538736
88.34224474924697,93.84294959338956,95.86438733420847,95.46842807934223,58.62534710431221,100.0
88.9135686826462,70.56799637732574,95.34534230031268,89.2412657943373,63.97564098247661,93.67402762255067
65.42201546104536,67.63216897260122,89.09929862122978,73.82962205060278,59.190629910914204,77.89617591759537
48.994064700754826,58.200470810260576,88.73578099997765,61.244598508057244,53.51697121324318,52.73206208404974
44.48201732155398,41.34918194034993,77.64246005419498,44.06205367254524,20.632354923439895,29.69215267674231
31.91038809425755,30.254030515897924,73.78349466739851,39.64400579430104,34.80876435741821,5.0421853323464365
16.026536871140657,32.006384433507215,64.81181574342112,26.335610968170503,16.013898218140408,0.2798977581909764
14.853630794140665,20.678353867748736,45.586012558407724,15.244631839254213,40.2853188801824,10.400705301216897
7.267720571591191,14.891948893352053,74.18337310918989,14.404816277373122,23.597168980664208,26.127850593770756
10.618950202605395,8.774001758298223,87.04372080120065,10.275653358031711,14.877967767577285,46.262338160335545
6.862355837396443,8.229432722183466,65.51544524276885,13.391459018962845,30.09040984588133,67.1772476431451
6.492358273848578,11.267022013263402,65.58664037379258,12.98594417866503,49.439986319237676,87.56955286344852
13.607204977567001,11.614021066036386,39.89908983475006,13.29689378680544,45.64808088607234,82.81693841059308
17.471357654226153,10.6625658578372,53.3635688462171,11.055039881987652,53.73226798243896,78.38317286849147
6.545762898121087,10.001433765475314,39.931150718115205,10.103562298207088,26.945422532376856,63.11247026506371
2.814140573965073,9.477517071911468,38.978361524081556,10.60461683771106,18.98787893660877,43.487226591159164
10.572510357233348,9.690021222615933,31.691507920902716,15.839515226537968,4.834517690696682,23.73861294669171
7.535879242720056,7.940444199340808,40.20947648493793,11.9265807595231,0.0,0.0
8.397544283604384,10.747155580956916,35.413447474000534,8.345636749224626,17.598953024705764,7.228902251542409
6.92235183818147,8.073764316822029,18.017403053685698,6.693078520824623,3.47641220331964,5.768957288247394
6.35525526278026,4.05421714661299,16.275745773514032,5.052599262311046,13.403441434797259,39.29079375313264
12.056917356579913,1.6293735507321236,11.214029741931792,0.0,31.061559146803646,59.57980469096542
14.952198210181342,14.569162352895704,13.674542140394433,9.076503951821643,28.67856031482741,76.68763501926075
0.0,4.64389378161351,0.0,13.915692982875527,36.991883807116274,93.59480545611373
