Food and Beverage Industry,Consumer Preferences,%
Periodic fluctuation,Periodic fluctuation,Single Peak Distribution
Health-Conscious,Convenience-Oriented,Organic Shoppers
47.06087839877604,52.521544521400486,0.0
70.95661543050214,78.70350118074322,6.336833665750592
95.91362377309126,93.69216453820792,13.589209916199222
100.0,83.65208007464061,7.12406262080729
91.85066978090236,56.54028704863781,18.083816029328283
82.89580282755684,21.74752983203869,9.912378930304488
60.6345886124695,6.700121504456957,14.986630441760326
34.030285790457334,5.584165060069127,9.994274795757786
18.81388639967939,34.60139329020049,14.155424357807918
3.2596998241389294,67.65369175153162,5.701890597054852
0.0,91.92351287988099,6.7917853850433
3.8764171050490988,94.27486655814782,10.785184174194642
22.81167828795455,72.77984573204566,7.293000893068867
35.11272002859116,26.694777561314027,2.106852717514338
51.93948524187204,11.436159265923411,13.073432349005126
75.22509985835852,0.0,19.82589128668397
88.12683644160262,24.285609934380904,14.767060557971995
89.70307907957311,58.1400256552988,24.59146175270134
89.09367895297069,81.86843590536877,41.167166613884625
74.42629709893356,95.02415141794569,47.53365737008505
51.261054316126796,76.99308055765151,62.90087868626295
24.979134325490957,44.73205206303308,67.82491006773235
9.981996398174413,8.08052790439399,77.97507239539773
2.0334912844059434,8.825037727187127,89.22423476309795
3.814536527850312,14.86013163077006,90.65630311791087
12.642050345412404,42.458563299543776,100.0
29.269467093897433,88.26811190717282,88.94352121276039
55.94858729734488,94.9765240027853,81.8319650068526
72.55202067053092,86.2275540369658,64.36067055380774
96.11460346164414,59.8688841561378,51.4050525596915
93.49907877493587,26.40171192066202,43.43737473919438
94.09131469973548,2.3873959353098932,35.152727208159575
81.20733679475597,5.615554602143326,25.7042466286408
58.25395150197682,32.85735797128484,24.58405410627855
30.447556779405794,71.67326808607916,8.402540726202478
15.028629252406656,91.15380826684209,9.801788892609684
0.5628309741390195,96.73280189562044,15.15493976072686
1.7158901439695604,69.91899126267724,12.98504652308523
2.787266993124659,35.61321480296735,7.795130001533246
21.45353811504359,9.231369571646686,11.472953661764281
44.80476888508392,2.372951150150273,14.422503853616991
61.23545153322914,20.607852618526454,15.29395288262229
86.37037729157692,55.79155604955236,10.1913722808853
98.26923103558468,92.49259612779926,4.0634555361788705
96.20962387278247,100.0,15.562301761601827
80.87189436164739,77.79814471159868,9.622986657417739
59.23285057589022,46.39967991864656,13.692000360669166
41.7057891424001,16.255889579778913,11.622933805743145
23.338922579567612,9.240841795805627,4.322955165038064
9.628151281856749,12.83958504571378,4.022189916863997
