Agriculture and Food Production,Crop Yield,tons/hectare
Random fluctuation,Single Peak Distribution,Single Peak Distribution
Wheat,Corn,Soybeans
5000.0,705.0579084696425,209.2688841061538
4441.928588962869,1144.9843795905927,441.01531307360443
2859.309649409029,508.106945778966,503.3775340968852
2862.806652217454,1045.1509257116609,359.6367750809637
2046.228012707787,471.3840447193492,37.32903729787205
3361.415712287982,751.0382601807994,170.77889681245708
3099.7284955718214,672.6965887672463,243.50584121263486
3818.9159644732918,553.5683452144242,307.12576566870166
3711.0573686927055,520.3841243991086,169.0734363557859
4432.240919165317,718.228079366367,410.0437871304719
3255.5222935732027,995.1183555270688,83.84000883055486
2244.6127876251358,672.2406256881728,162.10349095027235
2507.944155717941,765.9051984492204,346.3271752223632
3019.7327934347413,706.6106059482863,583.7748138475902
1939.334687055556,912.2166645381332,547.4727954064484
1334.4050156020792,862.1264562966176,960.8589414363387
2654.531747525519,1476.4687554412797,1016.0519185154659
1555.6710370734884,1350.7034793087425,882.2423339898224
2990.244454266563,1983.6997274145926,1452.9527888912542
2035.5808992194945,1937.0890808851836,2002.3901480048291
1672.7291131592647,3108.2997869806454,3044.8643277858278
3911.07155119431,3522.510675834642,3259.9205231236792
3663.814192495605,4203.239218313382,4034.6991610047926
3652.65763695327,4545.30983236123,4567.429028615195
2794.522025223134,4640.859069705312,5000.0
2536.3760509154536,5000.0,4469.5957520833435
4277.313295642185,4701.844232295736,4566.32723276585
3771.9173524271614,4117.251377193286,4107.0910712081195
2362.3581478791516,3614.6924460810405,3210.5048190265707
990.1192601508486,2533.1869778569576,2865.863777700668
523.723753851248,2381.9274570237876,2249.698204391939
0.0,1897.147452348843,1524.6396507976256
962.476178932951,1452.8602665960614,1026.757768186121
2264.73558648022,1065.3223083310304,734.8079281159871
1442.5638185143607,1049.7042459885095,792.0521975735696
1678.3962728230297,441.32885068302625,6.8543127694628465
1857.0123565685956,888.5057765203488,380.84330437156007
3230.131753497195,934.1393887094791,475.3426853243242
4194.046628133498,919.8836393639245,0.0
4330.103664412418,531.1136794296697,629.388770078614
3170.199645068664,773.667067228566,275.35461051652334
1849.5500044750818,0.0,399.13810059848646
1952.5477799696703,790.6553538099108,751.6235972843272
2616.4619356799794,1027.649167730936,469.2052135311777
3583.6412017245702,569.4579214563233,181.89788825519727
4189.7687070946795,488.5816544384278,468.4655137556867
3842.2388310309775,676.4397124294237,732.8068361294797
3591.034709657053,567.7151664288467,29.26397800239359
3776.5376606137274,556.8013802508002,135.9241564907408
3140.7124307298755,905.9242123242946,88.60153797101952
