Human Resources and Employee Management,Employee Satisfaction,%
Single Peak Distribution,Periodic fluctuation,Periodic fluctuation,Periodic fluctuation,Random fluctuation,Random fluctuation
Job Security,Work-Life Balance,Career Growth,Company Culture,Workplace Benefits,Compensation
7.965220777487067,52.42540660664109,49.75511196278008,46.44135879370611,32.13708317677576,72.75760878372162
13.460036904756837,73.34632660451149,72.09859482361993,74.2592024084258,40.31641877191608,52.01178959359378
5.912881545601274,98.04183055958217,88.58438407805008,95.41295997969968,78.28691800566048,66.56172274117368
1.8350074840483799,100.0,92.84771444699001,90.27518226923996,82.71764200997863,53.01140073765899
11.445996130191132,87.294713122519,84.94385140860477,73.73485244976746,78.80372753603059,57.96263781876239
14.12251780568877,56.42159524045771,59.977811277848694,38.00367055254289,100.0,54.24074065941389
10.826151258352883,23.341418335561585,32.761870889164065,12.981597464727859,72.77918194739748,60.10415580171702
3.377795253976909,8.640889272515794,15.392426361409997,7.664672473309415,73.97069979813301,54.23846398179357
11.100735522367868,2.797843968414573,5.826937594495539,6.3395849596184775,78.59899071973526,76.01683802517255
5.983582740603938,9.550970180630362,17.389346248563978,24.296550648733284,81.94825481282429,78.56245129440497
13.478458785455677,43.72991132213709,26.064613935531018,60.34807631560538,82.78876121943932,76.63067370938813
7.168499818851921,70.54983116945576,54.57914868564051,80.97200304148227,79.4887128508919,73.42898971246423
16.758070718092718,96.18094052206055,75.65758683382259,81.31473551186933,81.87278411737577,94.18614793851347
11.097031219233793,96.73361698031061,97.96564119522337,95.00882829960375,82.92017476292199,97.94005926866349
8.047631306818035,83.38173782131167,93.89560780519733,66.0707454136575,53.13635143540043,100.0
12.469405766312889,56.230321925367754,93.39292751814388,42.46087556629953,48.373740913240304,87.88828002772956
15.96397620178276,34.792976979199935,66.19774445278001,5.1202213749782075,49.28070064187965,90.35247531495133
27.233717286475233,10.775710646933446,33.7573192494638,8.54496725900391,48.769596518909914,68.4832223483563
32.45399359523764,3.0200242588927044,6.477009522270362,11.155224343688618,47.23200011723456,68.87257202828422
44.06283752350387,11.8513346840311,0.0,28.980386253248685,49.607196082438435,70.67988715300287
56.3362606039167,29.524713302604198,2.0916495530885983,60.42254842172519,53.349883490508965,60.72229123589889
73.52276285948255,64.05048335027249,22.144124358629345,92.51420234727601,46.80980436812275,74.39189006041018
87.28225173776167,82.712319165009,52.32518443646307,100.0,35.524206429954845,54.52355349333359
93.88276660101663,95.50576568073069,74.42349535314608,83.28482118884865,13.995071612733847,58.487233918165636
98.72456038985598,89.7560160123849,94.48782627425616,46.6744010333904,13.51850014495469,37.267857770828826
100.0,64.01311962568118,88.89076599188967,19.154619047998093,28.470844146826597,32.09367379925711
89.98726786351385,35.420575557875516,86.46633838706929,2.896843346984486,17.549554189773552,21.742662940180455
92.68107798005931,13.49262557048558,60.25552008659052,0.05239391420016187,0.0,6.006137689899386
67.90287876546451,3.085820884265164,35.739010862597716,26.3621472667229,20.410202948074737,7.989408302745643
50.65819021516217,1.1686560189148028,14.65074110848302,54.00323632132425,16.146705712544854,6.270609188175889
47.74364105225813,26.489174724363117,3.3762375468477592,72.00937732666672,22.40174411741811,3.89038632971856
34.935475873982355,56.52017784172115,8.822206465075572,92.36372557762672,50.62622274403987,9.652784989961848
23.515303027681398,83.99472656159496,23.29209265400161,84.61961893305137,42.41369230027079,16.01471755663725
13.611713097822213,96.38391569073886,43.271450135273284,60.66409143462225,49.16206637595534,17.472900218613578
16.865518358406742,90.856591488012,78.37411349349752,43.63007351514157,50.6851342638227,3.7723156388289074
6.845362177671547,69.3766191700188,91.38923218346171,26.733748441331368,29.704015172051037,2.9896831872001903
14.622806341984882,46.58372770741079,100.0,0.0,41.819086021528136,6.885264582763008
8.670371974910235,19.991513730462813,81.82706521995367,8.861470087721242,32.78019007731642,19.337097120301976
3.322590485595685,4.8037207478636335,59.52123524309214,33.521942492470174,33.72567234317375,11.940905932531207
8.369872454354217,8.756732959461798,32.53802824142542,53.21547117914791,63.702038845729824,9.390076498664456
12.790172789154566,24.432034815670384,12.596707477818397,90.77136441637188,63.26855903718298,0.0
11.5360891991832,49.332470886354926,3.828512035254217,88.91692310759278,68.7986718279191,10.007054530129098
1.612057813641603,78.67515590214302,11.379499374380114,81.79204587053974,43.31960215582732,14.16189117821229
8.631637776305988,99.2148750065033,21.676437475613163,56.48103736391877,34.681379713342054,40.37797849864487
9.06757235159233,94.74565297859556,56.320559471393736,27.40703748304883,22.016746558781225,66.30444021220812
7.0726354672923115,79.08011740375947,73.48315066744458,21.513181072301762,22.25846921057356,60.956092803617956
11.818978297363065,59.95736807020111,94.48309355293651,4.670787434858427,36.51338950968064,72.5579074211575
0.0,27.081871897506225,88.56212688824584,23.885720179360227,14.97044164184524,58.90324457944162
5.150418541492225,5.614744795104849,84.84978266135288,37.62732851846399,1.7250875593852744,63.96479816955265
16.595707887225803,0.0,59.03425881317135,73.2351676793882,15.33908748294413,48.811751412948695
