Energy and Utilities,Renewable Energy Share,%
Single Peak Distribution,Periodic fluctuation,Random fluctuation,Periodic fluctuation,Periodic fluctuation,Random fluctuation
Biomass,Solar,Geothermal,Hybrid Systems,Wind,Hydroelectric
16.484087029562694,37.16458573377873,87.94561235153883,43.624006748544794,56.591714548039654,92.44757934051147
7.274183616135264,74.4460285528982,75.73946813792513,81.88092337357197,68.4121846426384,93.54347545670494
10.498116881248208,89.96811663470139,75.50004033323349,96.53650681013568,90.24262350539065,100.0
6.167285661941611,90.4315361830508,39.32182283738148,95.99275627732797,88.7661585414252,94.00766582877078
10.56216166590436,69.52211621031886,52.44869571173504,72.36525985949618,98.75463461216344,90.52739766132576
10.212165091461129,30.90948275300931,53.95938729336712,37.936977570053685,98.68057680168965,82.50376510345754
0.0,13.81346742624044,60.59088311073227,16.34136353664394,99.71535105987392,69.02784350931192
3.9476605890752254,9.284292536452186,95.13106533873852,0.9136361349664625,88.50667239631711,72.1749271984048
5.474246760219578,18.73387156790619,42.77451660330755,12.857457165596076,83.04281170140642,77.31050182415589
7.713475911568491,35.36599404603874,3.5448289894121348,43.065551196538685,63.495779094894466,75.56365364573499
6.08659864672971,63.71121265184945,45.912736017496215,71.51166993934565,45.19966911285118,69.91337042973979
9.193421378455676,87.76000324903202,73.10086348673414,86.62607954295495,29.04169224859569,59.5367773888237
4.086599157145861,93.90107338889047,51.05719509408871,97.93123627791272,20.85154314064492,59.82115829835912
9.610240234033487,80.77549472828876,30.90578930489343,82.50573537051363,11.43357307946636,55.96115461398011
10.847932437047342,59.08483979904232,32.32444037578745,50.11645939020109,0.0,57.08147755313414
11.660981708894571,22.026930320695044,79.79095055525893,13.181424184292254,15.036994702969956,50.557445223816764
14.218533562469323,5.768714952315922,70.28565036535053,0.0,15.418191661386254,47.51178978641049
16.64440686078814,13.175134931893655,56.77903649030506,4.580278505529701,29.638819928763944,47.42339080035233
31.70523061384293,15.314118014405656,63.45203873779693,23.50513030223587,44.764317987725136,30.0901985018206
47.94554091865546,57.56240469606205,68.04417866046695,62.5802107125069,60.784913558899724,24.098741343282455
60.7268263257454,81.81712762480979,39.98530993170058,83.59772053685617,75.28348670113294,25.12782086866796
66.48486506461184,82.58761163789748,12.132917257223585,98.53717965915241,82.83771948708241,19.85805850400611
94.2317554564612,91.91936219590988,12.175660151407913,87.50396641829123,92.36211392727685,5.222715939411047
86.8845499716411,61.39780528976213,22.05346199467875,57.982328046979646,93.72321496987212,4.270940113827218
96.3258476815051,38.785541862785074,74.19296955261771,27.30329189746809,97.43710900623938,0.0
100.0,13.721638637453779,45.02814736216993,5.087215163679781,100.0,9.470764108146735
87.01991398650844,5.996056028214005,37.55333933389924,1.4232964499320633,85.4896833002979,16.086208940192474
79.51149503160438,19.824209233762048,28.36623333153773,13.644676123948004,68.66539639739435,26.008360530036377
72.27351468340974,47.336212801448994,25.03669555132965,50.12070559342079,53.508733056705935,22.326430266052483
58.497880424866686,66.56159660946382,40.52471110796022,78.13733913404928,39.45483179994573,19.73949176201628
49.4516620977585,83.69664597273373,21.062316868570367,89.18368626499746,31.214898581986155,23.94149481032664
37.76752536850893,100.0,56.43200833495021,87.7472319004911,16.908779658811063,33.75539306864651
24.10663313941225,79.28928000134489,32.560360406520516,76.61565929593198,11.69662256984524,28.897655655830235
20.400899459230246,45.79924240295101,44.22893184410641,42.066339464097325,13.131785117267905,25.539065027951928
13.174307089414327,18.71805698385557,33.853541035922284,17.17572046941591,6.6490045231376405,36.42810575045723
8.23452301955468,0.0,39.02899970374295,5.899198992029424,18.130086031897086,35.542453136411176
11.792007124188883,6.984432729050787,40.095506507525464,7.385233765344458,28.323547141447758,37.216773676325346
7.503886554926496,26.861470335838263,0.0,37.06048566526251,44.30898308978365,30.53921637596225
16.934297935113385,61.86778696135331,28.350092045893344,63.4043332025554,52.280389412072594,31.357867964039333
4.562004415038697,76.98306390287281,25.725511443039288,91.5780933780092,77.03108357457819,39.43804628371086
4.489463526733933,84.52110661508094,50.51165781767547,98.23347597278634,97.39099988573331,37.599839048569024
9.086948085975578,91.53392647338057,68.85613553829599,85.34268798233963,92.62294983593293,32.23894411857833
7.92575607375094,63.48853303586361,26.20244340256931,53.4192721814602,98.38035227996565,27.868455607277713
7.131967114810892,33.68709439998143,44.86514599326043,23.06299370891294,95.6753147098553,25.292260102249486
14.887980778848556,7.273911254416523,50.022034146829895,2.3606305546925683,94.93723158614294,24.349713264990772
12.011716111370475,6.580884704068202,76.67493817420385,7.12090487859844,89.34658804974792,29.823935363204846
7.362033830185689,26.298389815386486,94.94284590268894,20.450489080656805,68.9099029170314,39.41428026038756
14.075403704538795,40.2671020404401,63.51779501048939,51.15329362751149,64.87552025162128,38.57927194713823
16.553563548316404,65.00760751485154,50.80959656227721,79.16769781960222,43.21716629953748,36.23790719179218
9.419728550658894,93.82382557041517,100.0,100.0,31.612329099368598,34.35900312921591
