Social Media and Digital Media and Streaming,Social Media Usage Time,hours/day
Periodic fluctuation,Random fluctuation,Single Peak Distribution,Periodic fluctuation,Single Peak Distribution
ProfConnect,SnapFrame,GhostPic,FaceLink,ClipVibe
4.1063440369813256,2.050841641456173,0.46345387996382736,4.6733343000591905,1.2712014088068861
6.667109694188074,0.4541279035264179,0.5800869951844296,7.841815880450803,0.6673998060426876
7.933471020694325,1.2430899035802327,1.3092563145264244,9.328445362940519,1.0909286458477552
10.0,1.4480682889759673,0.9498120907445889,9.671744831711642,0.9877429762984942
9.239693787826758,0.2519908928776576,0.66976253771788,6.347582800723562,0.957363304164437
9.235472655678581,1.5936662037991922,1.4282675809444723,2.8999347267735547,0.5553142217121723
9.249098758181745,0.0,1.1921742370577597,0.7963809457212065,1.1839541612794777
7.411252407817769,1.4207806269520031,1.0277204177505745,0.47599801550152426,0.9877087916068289
6.1435202507037125,3.8501208706056635,1.0562521825896856,1.6081795111619182,1.1238882863200028
4.555371363235043,4.620179137240022,0.44074716896953026,4.079140563818341,1.7482473299906087
2.7956238894667287,6.724248963149554,1.7574160945741908,7.263192453062638,0.967132220638059
1.5757673998088464,5.822414242848573,1.333510281655227,9.91625522730181,1.2927676478332197
1.0206349928385436,4.125977762842331,1.3258425831907563,9.049050031714694,2.2737770145816767
0.43561931321187825,4.899545554863002,0.8149397362796978,7.475450812958372,0.0
0.8096763185820064,4.857680292368556,0.0,4.135961043607547,1.9522135688765527
0.9590788359160927,5.010737273187498,1.842263246840097,1.0455661209284126,2.256647312645113
2.0704623057641798,3.771032029836385,1.9869185462786134,0.10516909847675232,1.3720239836582284
3.4238982443562804,2.812514837697888,2.0653316755556803,1.0297740946688674,3.227835076789653
5.262627473035208,1.9020448793688365,3.7717187598856157,3.2635708475654015,3.508556110622296
7.313518648875364,4.1762009024955375,4.6833960666267,6.329253632101296,4.036519085651225
8.909267827057258,3.817960673230666,6.023246494337262,8.730651696414913,5.633800679097777
9.127941699322468,2.2268920779308674,7.204401295310898,9.400368957526517,7.097754534753598
9.092187068249421,5.055467619955598,8.053180970498287,7.872770827522709,7.962167273951382
9.052535153841651,5.220683910807567,9.613642653527855,4.388795768964922,9.153134058526081
8.63315247131233,5.5053740675388765,9.768912614370013,2.2838637240393354,9.757321908738183
6.936341919556702,7.175705667180832,10.0,0.21676314927838153,10.0
5.898443665888799,7.561024218601425,8.790978153168595,1.0091793949738446,9.007761627283452
4.539754203860793,8.46414941846431,8.740182196349751,3.267116514707513,7.88418264487745
2.216879514550622,8.44043143514093,7.600741587344796,5.57306338695456,7.259542880600324
0.984976727314995,8.053261479931233,5.40521756159454,9.022226225220935,6.3359913094283264
1.1699094756696595,7.006029211984666,4.540473709258764,10.0,4.035092429846359
0.1977118901520382,6.598346126809163,3.089813987742673,8.359831411479451,3.4711782037051426
0.2502587078076372,6.145613080553838,1.5092536526434173,5.456134425565569,2.38289741854476
1.8150463737267715,6.421130663328325,1.7723602012247333,2.522611944953048,1.4396855885383
2.9621050390522923,5.995803482177257,1.8152030490386766,0.06307967608213774,1.9096649398133982
4.069503172409494,6.547983944409376,1.2548525666812527,0.5053785453543854,0.9583059408033034
5.644503521794377,7.725944645026433,1.3029898179421706,1.8264846033382733,0.4146314155963461
7.1304203040755585,7.371862018406336,1.4537727887631378,5.344802885088548,0.6911821134355799
8.437545817898691,6.8003539651564635,0.7277961740475134,8.864179351296846,1.4817337769507595
8.945611919970489,8.397814770207734,1.1632740494819676,9.383904330180554,0.6051088349114071
9.624501207799886,7.638432050494486,0.2738470519289119,9.127672477347442,0.5691744040527149
9.34303393043597,7.393943086346874,1.441851479270323,6.4217438079124145,0.5391892539077131
8.3958860847519,7.836172087246691,2.0060081629819653,2.4876382687920944,1.6273040492746755
6.400682886158532,9.43021210097637,0.5124459165661341,0.3971094288381598,1.413216738314361
5.275113567220778,9.785248891796641,2.1383311191732055,0.0,1.4005191382899762
3.8980022629877125,9.492947185440194,1.3358310665210684,1.8483170955459303,1.476928446181676
1.5414760948982311,10.0,0.9423858658188573,4.9479764695804995,1.3423986208384324
0.7852851152087392,9.09896692415066,0.7855325961151269,7.681070452772434,1.2101027642672593
0.5471369604390453,9.693789947806334,1.2342623452947656,9.799472024361977,1.4970682880506736
0.0,8.557493313540247,1.6261293091980655,8.980827138209104,0.6864248910992959
