Retail and E-commerce,Customer Satisfaction,%
Single Peak Distribution,Periodic fluctuation,Single Peak Distribution,Single Peak Distribution,Random fluctuation
Personalization,Loyalty Programs,Customer Support,Return Policies,Product Quality
3.2161278843199517,44.34833024889678,11.207602994224331,5.687914018427552,13.69127164327574
9.530471880772492,82.3660396645623,14.078578120504352,3.8686095810415084,16.994959238316287
14.177847425424291,92.49964479229133,17.723225025871926,1.6228383494526983,15.603095981607797
9.161452198657186,87.42982313085119,9.659595678902717,3.0589108849331845,14.130475070877116
6.806509009798184,59.892850468307316,13.01761384632602,7.186519836524233,9.65023535787953
2.7003887135722247,24.16561501005678,6.158202903463321,13.74629504190972,13.478463915417391
10.783191265578965,2.0182361513571205,3.667966751599147,6.4415685161575285,8.366677837305883
2.1703829404348998,4.671947200130418,12.78131225894941,0.8058763780912229,5.667517547905438
5.85366003759855,32.846213967263296,6.363503047613725,5.232655495549808,0.0
5.917783106623096,69.23654731264885,6.013347467354112,9.721602774937097,1.7321546947564055
7.82101809035453,89.8177371772008,16.74401035377891,1.510308316225035,7.8730263168382555
12.408065957830287,93.57834646248774,11.440260815523564,8.195818562397545,6.916953864461749
4.021983714922166,67.41907770544366,7.087052728766582,4.429941676977891,12.578618742104847
7.100981092720912,39.89946007069431,13.493086590406506,3.480078247135955,7.689815801933997
16.94169948631974,0.0,8.259091518500366,2.6618766372304483,14.830430580439346
10.618046639707538,5.097642727485098,14.426440649321501,8.701205202289724,17.14830963347432
21.942712166663558,18.697990359610134,19.87540866976661,8.769426586453251,18.259789494061476
25.733914420718325,49.05063886886196,17.474319709652196,19.798670677341608,24.556594512592973
27.812444554411105,80.29011341774782,35.26499419417928,22.884584552317968,27.59754903438222
50.421989876416106,95.81549691716535,41.074454056375146,44.28066495003436,30.189879730706775
56.54210705697952,82.35315009064796,57.79565268209822,49.2819319518692,34.42506578587939
72.23827571370923,56.46589906908828,73.35428324891613,58.19892949335181,37.94468683160721
83.97699083299833,18.262311170383956,75.92275918432864,73.30131974297753,37.37522834513264
84.45036398210604,5.392367807466983,94.1006577209379,83.75254454436674,40.377842348817026
91.35491022577077,11.729068315705229,100.0,100.0,42.65407853937761
100.0,35.894861689410426,97.21149836313599,94.55170427918767,44.52409833637849
91.4801550985631,67.43401629834396,94.84242136910255,92.82066306324248,47.732079217047094
84.45407617159098,93.62466918507343,87.24181857968301,69.23302288864922,46.842798511807146
67.98465639667454,92.56904780976362,68.46592866392044,62.8617439324058,54.870130071926994
60.34854901471316,66.7626750814382,59.48601517520089,53.1862532195842,52.65592870967502
51.78818430455452,39.283515772344536,44.5709377875637,34.97566771411265,50.30750043638705
32.17633474726745,10.133903677528547,39.52165853411998,29.810606367650127,50.233243192231335
29.08177647363604,8.71181035424171,22.8125148161696,23.186786830135862,49.05681789172463
19.093169236095374,20.731022998352554,21.00771716082413,18.109701127335857,53.17643956127365
10.392819884392377,60.839099129511865,7.835489675349503,8.937898684807557,57.663299451514675
7.967141161327521,86.01383703188876,14.492508031392362,6.487806548582596,53.189350645466725
8.104625054161726,100.0,7.524799481399952,6.937563203598808,68.05239025252003
12.987083487652413,81.24292048644791,3.961396531991354,0.5342251851497168,57.81083112190311
10.020714663461886,53.66690155665653,2.5223013573999484,6.295776734412428,75.29716978836768
19.595645869314883,20.03330175025085,13.245031195921744,10.212094385286635,73.24720824055811
4.249678245366265,8.727624146617993,15.26604526457464,0.009912866239849914,75.74241431589478
11.13806088003908,12.021963438367191,16.06287458373094,7.607757572812976,86.5073462029848
10.168703620193547,44.504547184692186,2.155047102458441,6.100066572042717,92.25105699645178
12.682326348510543,73.98053753656755,19.841685143551093,7.757531016338741,91.93762335553114
7.40993066839796,92.06521125538052,11.014178496498358,0.12666820918175306,100.0
4.910777982475921,87.60042995033038,12.366273489632755,0.0,93.95255105865354
6.816356336188117,64.60243933371805,0.0,3.505679892900827,89.16394876551288
6.649386042361397,32.110197304086036,6.254019036672208,5.45418498236311,85.07512155519638
6.608003380099447,3.28059654876707,12.975298570972935,5.117561143959938,76.56267730351865
0.0,3.2410527459125302,8.87326691785967,7.180253374914461,70.81374176167515
