Education and Academics,Academic Performance,score
Single Peak Distribution,Random fluctuation,Periodic fluctuation,Periodic fluctuation
Language Courses,STEM Subjects,Physical Education,Arts
2.879289744251117,24.71061720082278,43.986456336862744,51.72765218244129
2.0266181353208212,31.84360475794798,77.9338400986721,66.1844855957131
7.610782398538247,19.326309797803077,93.18919078377445,83.89552719830124
3.177806419901008,19.523800826899905,81.27640600236424,94.24542809385771
0.0,18.446063735774622,62.42964158574779,100.0
8.677500043886809,11.836352482487321,33.89328702178142,92.9222134442597
4.174197797215242,12.603518567184812,8.978193636898354,91.93536759623106
4.686221669714795,0.0,0.7269169797559656,64.62233664547536
11.437882174596464,1.5810980862884134,6.3046486804818445,55.149959905246135
6.279900373280725,2.118717175656644,56.33055076642267,43.17803232028442
2.8476500573193597,10.420669828422206,74.20418785942515,21.92814249948442
3.6790491487319583,13.074432689900714,89.01964767998112,10.903795554603581
12.20388986223636,17.527907052287986,88.84277412753212,11.755367187256075
18.345216124538357,12.740258322540415,57.1690893936091,6.191701819435173
8.842364340669965,13.008942994164032,24.96243768377664,27.61638498386944
16.13298086608264,11.022968290081737,5.01608165270912,40.010864096180484
14.006266798278643,10.700193944974938,6.322112279095814,61.12537104175664
22.23754589561338,24.614102054605453,14.23674862495323,68.7677375697258
33.207016008426926,28.50449711237446,37.322769289786336,87.10907334602459
47.27678218621829,39.22439528032051,71.45702036496986,88.93299579984493
57.31621403523267,48.88696902839656,100.0,96.01192895324556
61.021651919977806,50.852127535306465,87.20043370808874,94.57512594003512
76.21053000257973,46.48440860292444,57.30455958700076,82.98336147681997
100.0,32.32068067995795,22.86373120743315,60.63218240386116
84.94428879315949,33.555255365899654,2.444105732995422,57.60133588344915
93.62717628723905,35.54237855456011,5.381500536723896,34.175139737624285
80.8191285747249,35.825695601066364,14.02488807481217,25.1279828562176
76.29100241988789,42.27530200894858,48.0835511819313,17.08535870628852
62.170199802460544,45.66647417922363,80.87615112069312,8.956021561277142
53.74256169069109,58.33591125338323,91.09035961162193,20.935237438200023
49.25452128613809,59.84459637860454,81.01464296000222,25.761162707786273
32.706538062835286,58.92404119757831,58.83795182159282,38.10977005874515
23.151171338488165,69.55552355689811,27.86204864457607,59.00099557239661
12.970558151943804,72.68912916078719,5.488172541397064,72.25957228286678
15.61942483120397,79.48712919038392,0.0,83.75814049943826
13.085519602789178,90.03878530670461,22.86756725917374,92.59004070499091
11.986530692681566,86.69070902097545,44.586861440263306,91.13901873383055
5.210789447647866,88.53411321296686,66.91328992231492,92.3127063130003
1.807965906984787,79.4064485926996,92.09416125241067,91.31483292136392
8.27803486973606,68.54549091574292,84.81785399064505,69.20826817771469
10.387229994670042,79.04834980001066,55.33026448040277,54.25194791705567
8.432891243761759,73.61546206650885,33.91914115536108,33.96745965948059
12.535655589191673,68.96117048826088,6.565639207148555,21.17942238229253
4.823506891403748,71.01001124387244,7.945445559504699,12.450284934921244
8.316213962083683,81.725325203538,27.217373949033046,0.0
17.291445333227593,84.223300728591,49.89240588809774,13.049317564095755
8.014432958755606,91.4312853964795,77.45538735605366,21.752016120286715
10.585872475054392,90.52841996778017,96.64207157204807,41.49507902945005
2.192340879362627,92.48687202607906,81.2927830050422,54.723538206517915
11.429027920953978,100.0,57.8342090913318,74.44687302266532
