Food and Beverage Industry,Consumer Preferences,%
Periodic fluctuation,Periodic fluctuation,Single Peak Distribution,Periodic fluctuation
Convenience-Oriented,Premium Brands,Budget Shoppers,Organic Shoppers
46.67534241540096,47.12150997572893,5.032222789280652,57.7170972507665
57.383500858013804,78.01664933146434,6.097182724518752,75.6293418363033
81.47207471796555,99.9736971115657,0.5149358049547829,89.73982265155537
91.05914398809614,83.26319724573735,8.790458778701414,97.0940940537526
90.21343034325292,54.265778713666265,6.8467273328997145,86.39977918138314
77.41584148520965,19.61114901029682,8.204918234271966,70.0376011382212
62.58578392399349,6.123215446009871,4.140448831218799,39.64021602266578
35.874911318984324,21.316433170338215,2.4757497225397853,13.893628791666998
39.009483339245904,46.84901855538264,9.838157588195674,5.593771501941784
9.638661973987665,77.08906648143807,0.17813737323531995,10.163496631576688
0.0,92.92919832662776,5.258537352916899,19.044878020466587
10.192419345342357,94.96612019520255,2.434485202214181,44.335383450827464
19.1113854963586,61.68354421854061,11.781641243398031,69.11334118415168
24.22258461211554,34.34246436832331,7.668454674795208,87.24338509031824
58.30324487669025,0.72404231758094,2.5779614302586786,100.0
74.10473269685485,4.424952627335009,17.79224970262,89.94996134334383
84.15114191606149,37.83632627881961,19.32993569016689,73.20336562133501
100.0,70.82930024929443,22.14816805525993,49.837418454519764
87.21040839780464,94.50337951300162,35.4865055245906,27.24318934833207
79.29404766292897,93.25995752021186,43.49854869396276,7.447807736592536
65.72700191272305,76.77008555522707,50.095308318748856,2.1764110850273815
38.44285217917869,34.72144065668227,72.22878137851698,18.438177642533848
22.34166775342751,7.887529716560443,75.07859656826085,41.490960077896574
5.030838829440727,0.0,85.43628156263733,68.42695955259256
1.4713750430901344,21.52673177893594,85.17974280986881,89.56850777348674
10.61229681773869,61.393901552052846,100.0,96.35120857460265
21.733966493054144,89.99163882823436,84.09010426919913,95.03335274160678
44.0010147130173,100.0,81.3854039362657,82.87791891956606
56.06291128984,79.78724043994563,72.90174824757328,53.774825770594845
71.09457839391078,37.82362689299627,58.13328833219834,34.025669852245066
91.14034294365383,17.073350771526112,43.97358203384055,19.17166171491526
85.43903510634104,9.665752448973077,26.538917549852425,5.762971535765028
87.51428272600397,14.579511031779743,21.549204477124416,14.198428144419717
81.30819266102594,48.97091094846145,13.296499259422442,29.11059931640809
43.444011617296674,81.44902887375547,12.37121710295434,52.93659158447983
27.101509946265423,98.66150017974222,1.822360171629436,82.5375157890681
12.694960588964028,82.98828491245614,10.5815651625784,93.1110430146137
5.415701543839962,58.628134552538356,7.888244872154834,91.1122486192938
5.461513011891516,23.10326425762533,5.145855929715601,82.19524801806394
12.153232445307077,5.759645384123429,3.7962452613303332,60.917736321091
27.72143340435648,14.277981083387942,5.559633399419687,28.17042769307489
47.678328297051465,39.83359894469034,2.65679847554263,19.309256307165136
65.13818926728416,75.75231670469454,0.10943939995806508,0.0
76.02056956807523,91.58892366414193,7.103307681104742,15.368755020025162
88.93427187800536,90.09907733094606,0.0,35.56922534633873
88.22400486032613,62.70354169527154,9.32013658739401,43.33318120465253
89.36802815388107,32.606613684265255,6.727744733667597,70.68131793463937
75.95511534271562,9.457530528049261,9.258304189944516,89.77158035960942
42.766339803003824,6.184379297849075,5.2711859798960745,92.63912958637006
29.563843157713787,27.502047729912675,1.222476468154866,87.22350166410673
