Business and Finance,Return on Investment (ROI),%
Single Peak Distribution,Single Peak Distribution,Single Peak Distribution,Single Peak Distribution
Real Estate,Commodities,Bonds,Venture Capital
-6.198559316334151,-8.901557648905984,-8.471012817868079,-7.861835080317986
-6.17502667563712,-10.0,-7.310439216482948,-3.2191793839858454
-2.5596454865552642,-7.920434672050514,-3.1366763608870425,-8.406764107352911
-3.4558606155628224,-8.067606507564946,-1.8047657634274437,-7.2982756980896335
-6.439571985501265,-4.692330162159108,-6.200450282022492,-3.372614168967864
-6.715590914779563,-4.299077587205071,-4.096165328754495,-6.268673447823831
-8.603119838772317,-5.9760933505738825,-9.525685197336285,-5.182024074795443
-5.733872630871016,-5.084574511931551,-5.179016142354014,-4.753916382738266
-3.0838199677650024,-6.055351714187648,-1.962026901175287,-5.435784041979648
-2.8501173846578904,-4.937608339878416,-8.880085342556441,-4.164176848228973
-6.46784920066733,-6.152664188063413,-7.174130046294715,-3.7048999773256863
-4.178801925158763,-3.1773820731125966,-4.907963961113832,-4.084748865648768
-4.532215125009347,-6.14756099334139,-0.9352291215449586,-7.325733314368527
-4.001723332076661,-6.870112124020411,-5.816701102612868,-6.134153574410117
-3.970004746179576,-6.30153562496759,-1.8621626066038104,-3.269531152392206
-3.761739373959829,-4.481933877004874,-2.810348705298173,-2.2954314108313687
-3.6238386819617467,-2.3995405582256426,-2.7274000964443026,0.7918471875426256
1.3082866835387907,1.4322655203169852,1.0537004729486839,0.37514739238094386
7.4502046421678045,4.10149362206594,2.4845146465006813,5.099753752373768
7.108888499593068,6.780065689537565,6.552163251852047,13.100063000089499
14.109582372213453,14.428353139486731,12.995749073171151,12.618335540657682
20.137756822502645,18.26108326115058,18.20823287057069,19.46884566563698
23.864595894000253,21.336494293664998,21.5298586648403,24.58177228034414
25.822071313132533,28.958611142603395,24.714980713444376,28.492928552671856
27.55338014169068,30.0,30.0,30.0
30.0,29.899675704720465,29.16923008977963,29.918504293919426
26.59430090642617,28.737573322445783,26.197259672046343,28.739940943850534
23.53844549250087,21.963914511237274,24.104438939072836,24.870558121443047
21.16310358484352,20.261193606377766,17.451478350941937,18.392460429356316
14.2040265077975,15.132128640653029,11.525424074772516,16.231468339430876
10.181699038136294,8.672394255118206,8.37202811615914,8.992934991798045
-0.11433425904338179,1.393516835744924,3.027029585491004,5.717285533900153
1.067770396710566,-2.6518187360292504,-0.5421707939198619,5.298388776484808
-3.270129825661588,-1.6377178950191542,-3.7371934121478523,1.52341688075418
-1.749108928611152,-6.485262688513293,-5.815922109598795,0.09920865193042872
-4.370341180895945,-1.0957861679008989,-9.01869181424898,-3.8230638732215354
-4.607445574246649,-5.529293745743178,-6.4239723544890985,-0.9418729557226122
-5.349979620227071,-5.2151764738869,-6.409896164553677,-2.0440816920499936
-7.662450108330322,-5.816918220603753,-5.3025285856356135,-5.1419193008156
-6.726860950201858,-6.362142290267911,-6.043244452394911,-9.504724587385441
-4.163198049218854,-6.396805608492115,-4.298533917397307,-10.0
-4.102865672779603,-9.672718412694984,-4.370964175422801,-4.713098670184111
-7.850364781411528,-9.477287824088366,-4.910808186233496,-6.110274077034704
-4.523975450104494,-6.12939079091961,-6.634325695027494,-3.910874743725641
-9.700487893615753,-7.376909047564034,-6.441973716349407,-3.8562567024840515
-4.8742446751047375,-5.281870402394127,-8.448553566534645,-5.8845208825705235
-6.196070410806561,-5.969602844790946,-8.446363111549175,-5.008745156474055
-10.0,-7.1228879395906475,-6.979872038543957,-6.89326609543494
-9.130043971501802,-2.2009553243888336,-10.0,-5.978980297840473
-6.901546037737774,-4.828088306193138,-6.824344220799185,-4.039827192677002
