Food and Beverage Industry,Consumer Preferences,%
Periodic fluctuation,Periodic fluctuation,Periodic fluctuation
Health-Conscious,Ethical Consumers,Tech-savvy Consumers
50.053022310815095,46.89320083066184,52.08712167162288
88.35465916893153,70.77293551543328,72.18368381640164
94.63527392390569,88.30891506472973,94.4610791660147
83.90288230839415,95.03748525895004,85.60002097385944
62.241628750826514,80.16083970835442,78.0150271998926
31.83272438701402,55.80042175403729,43.209329192577414
6.765963115709943,28.924245438719304,27.460972755678437
14.187623641505025,9.958910034183424,14.619515220911236
41.920476446914066,2.8985378608740184,11.170009662605802
69.77370579423715,16.443386740315585,30.04767478742356
88.77152940978988,34.8062134281289,62.385108307891
98.34496626678873,65.21801607841402,80.29362600188135
71.45424733508744,90.70931737175675,94.42014352361514
40.92529044488606,94.57674607360401,86.94825427296051
10.558431597886283,90.51795464700461,70.5887835914486
7.999875382831034,62.34324296266771,39.48124649887703
24.763140042734637,38.90191942193479,11.291094502795715
57.50303331729896,21.205962660888527,7.2252569171643595
77.5161231612541,6.93731491538098,22.566021753321355
94.60461104232193,8.45917541399877,38.743717155880404
81.05081454870322,26.383057219738614,75.92383117292438
55.59500574964734,48.99505558614022,100.0
23.718259818020265,78.76495055416204,97.57158852334832
6.452445155065689,86.62062462766885,90.13750771348738
21.56063520562251,88.33250576952916,61.56413712638064
42.40804225479984,79.05231509398631,33.82994073510442
72.12688365791182,57.38333868098723,18.87675006271387
92.1720651622903,32.638069975584074,13.749686651087826
85.65391824526215,10.457337036258288,26.250765443571172
66.89315021713,0.0,48.13776578487049
34.18633652552068,12.95789389887834,66.99617950610292
5.60106590616414,37.237980480849345,97.52966851875078
9.10063396829615,64.63589372268487,99.91401675816465
29.015023331296767,87.61477778825015,90.09931615805787
57.81768549661399,100.0,56.08463611029608
88.83085341618442,82.32936487132703,21.63052985079839
93.3661832436424,66.322291486387,10.197952644887748
78.01925954271483,40.4782602768439,0.0
43.5679489433901,15.533351407502547,33.27978645081494
24.02324063616474,5.572111520820633,52.009008156739114
0.0,6.135193631168537,82.72499556949212
21.262818263130576,29.12130552213787,95.2294434177128
36.88713734999435,49.70157054441071,96.16656248785597
79.6585091765636,73.80815401657456,78.14481094999596
100.0,84.36563072549087,45.36280851671803
87.5235217418628,90.43966767602927,17.84053715430046
53.93852213177725,79.57749440596959,1.9340249975523895
38.329742684948656,52.40232323072844,15.938371594101518
12.548605020328306,26.126854145841666,47.410748209192704
19.546646754714452,9.594886505322076,66.83833114802904
