Agriculture and Food Production,Crop Yield,tons/hectare
Periodic fluctuation,Random fluctuation,Single Peak Distribution
Corn,Soybeans,Wheat
2326.2505804522034,1387.6175003270491,411.8703598849853
2570.603030842102,1886.885150097218,555.9572785650319
3672.223936616047,2065.3043715053254,259.33660767980246
4053.8647862227313,3638.09405147145,422.1707106355958
4029.482486682094,3110.946367384431,152.03851105700926
5000.0,3699.897183716628,42.41576080573501
4275.914756354267,3120.426767076109,320.66154342417593
3863.0015470753196,2753.549270763939,297.63611933689776
3720.8900088695323,2281.6282088597172,85.82198097195929
2774.7666503915398,2731.8117870567353,161.58742609898917
2489.7890344095617,1608.4236016574746,0.0
1785.6896914553276,1857.852571938336,64.41781154909147
1170.8034272099133,1947.6014072872538,24.870131634422773
655.8344712020968,0.0,519.3602027379521
187.9814401470496,197.88163596628652,819.714893894122
572.1586920369177,655.7835850305713,65.38776111570765
168.73572409328153,2136.5697889580897,530.2574424089659
155.4729544891807,1814.2246451294843,843.3660476459437
931.6107395171829,1730.0404336326103,1492.5012528347906
1643.5963030862144,3482.469148430286,2008.564705276188
2352.312116960254,3741.7129850996457,2740.2627433246025
2914.164285827765,4090.051732145893,3504.4258749854184
3449.8962944963396,3728.9285951210068,4318.206278824799
4014.7438567501463,2923.597999359593,5000.0
4300.69591012766,2615.717492224904,4768.362469829302
4790.265649245647,3801.6217426096987,4670.114939988147
4339.407180789871,3153.088341696512,4469.956528142746
4256.390498249238,2758.1203298245387,4160.826306324463
3548.096104711335,2916.847253501816,3492.7666180230194
3426.7349348224307,2994.268833310694,2859.5041295844408
2160.9328326752593,3685.5792665202603,2263.476695826885
1836.3699606098294,2111.047652270151,1519.841350115151
1475.4853448631907,483.66124012275884,731.0512602929718
829.055510647362,1396.3224141436506,1145.7271250500735
749.4088210494141,708.5077641467781,487.4805106156066
273.15968063344485,56.72585785116052,733.2743888354526
391.37556082483667,1003.4936553153088,60.08255871368229
0.0,1898.7668367248345,536.5564710987784
1177.8376909141668,1399.0135048534723,559.7460967204507
1742.2857521126843,1329.3608965719277,272.72054727894306
1628.6934405418494,1830.748862405862,185.9593243847379
2318.5187412067203,1686.4511258855694,418.6791752598905
2975.523265597956,2294.265489845973,152.8948615141725
3658.5036506009906,1770.257383265476,649.561023479466
4487.297678249647,3174.1424452059164,478.15110110416816
4427.501431227784,3463.3417593780196,677.2501759411559
4785.57697872656,4370.806267921356,188.3906740768411
4281.785901137127,4290.023415185393,794.1953685143912
4286.156425462658,5000.0,160.42314858617127
3493.5735556499117,4714.8753742667795,31.16764729081675
