Education and Academics,Academic Performance,score
Periodic fluctuation,Random fluctuation,Single Peak Distribution,Random fluctuation
Arts,Language Courses,Physical Education,Social Sciences
55.56571383542702,83.69288895809616,9.465808275486781,50.63954619802088
69.77213064704067,97.43258094252243,7.040222908325871,47.991960712320065
82.80209426848546,100.0,12.161043011011014,52.134571075820936
98.94505330404868,94.56075297494138,5.734341866713036,51.480423545579804
94.25042431897552,91.89425679943893,2.6297782383087434,62.92057612656031
66.82985441007824,82.08162178402254,6.318476857990831,66.35719738190404
60.16499468210548,82.53407891527846,3.5140623702816254,71.9012430673321
31.7547435490885,75.42997156504376,12.149746955967727,83.63551096259572
15.931892853529096,71.09576299590533,6.42565579590839,93.50326452197304
2.1863431416249393,71.01350758156758,5.84549820946358,97.82601529956095
0.0,72.44647875912537,10.781290663345782,98.55607764981049
11.56938663031865,68.45164034260092,4.419642243566182,95.34267887118618
26.371711490262822,58.39602266436881,7.816397448747184,98.77134955079308
50.75580091431501,59.33263023391761,0.0,86.2242890772296
70.7259679038287,50.394069449084135,12.700007099996085,82.26344787456745
86.0185431029825,45.611516085350736,22.75989980154815,83.76286364532007
100.0,40.57340328754038,17.5916237208092,90.88508855116405
92.14300980381421,39.54641820030371,24.82997714159543,85.0393973072668
87.96604170832306,37.62578476782006,32.3821085215201,87.08773665324543
64.01719777438079,47.78437081694935,54.36880400864991,88.62275287608912
39.89783559204779,46.39906456169401,68.31663693363285,71.50479361901007
21.69445557360024,32.52311426543879,73.96108913007974,67.81052630396317
3.7480245498679676,44.99921415381024,82.01974265576018,79.76053283904075
5.704181129279669,39.790087427980104,95.20001047684488,91.88112646306011
12.662364704129761,33.81583726771007,97.82180106073695,90.10730151004847
21.181244368147464,31.765211381136808,100.0,100.0
53.22789664360235,26.00911837093811,97.21655185622136,99.83348435150793
62.90603457836803,14.812480393963948,76.32210462529851,93.96465317986036
75.148268311913,7.413356490627981,81.0005211725143,83.92947362861119
86.62856508553419,9.761173166909217,58.954067759343864,84.80989947775105
92.3934474276498,6.168693606920751,40.65229254968648,90.08751935628888
84.83961726038886,0.0,28.47787846221807,83.74787776010096
60.09769590059475,8.783928121504056,19.22276039639261,84.41790846088328
44.750938909209694,8.451377303908645,21.493526450167398,73.26801872783514
19.555512186277454,11.314728175623044,6.301490526652627,71.75645721467016
8.621571702729048,20.814230566837665,5.112971580618655,56.28140103839998
0.02983913246260068,44.07542249118162,9.416748117062447,27.582958065878326
7.500574066882343,54.8063808843698,13.097274894877769,45.45110539419504
24.893855492988727,64.28461579704931,9.37292922218443,54.88850929382685
44.473272804589406,69.59204035178941,17.12617154090836,60.6072614040133
66.12669489786707,58.373605384524964,5.259340603850557,57.459921599912754
76.32993961187185,55.997068558274,3.516872261157949,45.03573622763642
88.28551401554084,56.639869747927804,6.508001487856436,55.11682701842889
94.67636918178708,45.2611187490461,0.5406285012446113,37.98759684913402
81.61751664628338,40.346298426504795,4.743684159816389,21.144256731580537
64.1918665763637,31.50761737093456,5.879081139101432,13.03565618529332
42.06269379087746,34.16797042952689,4.34185907994296,4.133927842812154
20.896667515391307,46.8682430805967,1.3664246634352184,2.392183634292928
8.661069404899804,53.03772857059298,0.30254981259268127,6.995753766931902
4.8262177750096535,58.4690764870536,10.221420556754152,0.0
