Retail and E-commerce,Customer Satisfaction,%
Random fluctuation,Single Peak Distribution,Single Peak Distribution,Single Peak Distribution,Single Peak Distribution,Random fluctuation,Single Peak Distribution
Loyalty Programs,Personalization,Product Range,Customer Support,Return Policies,Delivery Speed,Product Quality
80.0276921188525,4.503533908963334,8.645174893337112,3.5576056608098225,5.689244301193829,0.0,1.5290887466007237
96.28687959542431,7.13378701933354,3.673566244103711,0.35488497325686613,16.480715594437847,6.487096780390115,8.654437652262844
97.26965561898666,16.48320744599399,15.17257447317403,4.514465341163698,1.5127505382936965,8.988979384685235,0.11263918320688213
85.24815854962962,0.2778435029030538,11.95514985768809,9.849978582531987,7.3117178581608835,5.691130874874512,10.449050735393197
100.0,9.215344139762998,10.319995765678618,3.7290901200238196,3.921087936877485,16.821820746997382,1.8619512688310085
84.29038249541277,4.845559737376892,4.606652414896821,7.659381391097869,17.211845147247796,16.23544532055263,6.022151992956588
87.25048570710602,7.607453224277948,5.236178004737236,6.9636564594351285,7.641154516574435,36.28389170032396,10.187505237281275
98.84053709516807,9.765164771076778,0.0,5.589175714129766,8.818170679410276,30.641357722312023,7.469146778999054
95.99699791387935,0.0,9.281042574335958,14.265780286254545,8.817676172545987,22.19607279198733,7.104987766422393
83.40976981970701,8.825325277897033,17.04217020044577,5.766933862795968,10.564785534519507,35.427812401725475,0.4907301475984657
79.52953708734644,10.372375991443885,16.735898723417463,7.7604115128655575,0.8639997520601959,47.2150560023586,10.932497490216878
88.70557037214958,17.09183115538395,13.276946284215283,5.699241201433046,0.587673247622523,58.83502144167454,6.61125036279957
78.98478722795191,1.2852754983135646,14.256385164353869,8.992549276348747,5.634516351470332,42.79091980967735,14.273828289328943
74.24133350958527,13.21974622123244,9.735738563935339,9.756326399483942,17.800023114037288,46.23383876943033,6.907277891601131
76.08213622746543,2.0833741872737384,12.428472969348018,4.9611803292296255,16.469148331565226,27.616235993693028,17.751941939760677
71.30388220309808,19.299209804969703,19.231294013083357,16.563802421862526,10.821097269443364,34.11887136164392,5.875135770179657
59.6182499803893,9.569684118831832,18.12829842494316,20.04576130228662,20.721831737205427,37.28207408099549,14.936683941459671
68.46357370645605,17.34034167880919,31.62638132241831,24.084739433852906,23.67654508028832,51.80477719783938,21.462741379499345
60.169620533777,24.502587967284654,32.39733814890939,28.5027275836932,32.978038254016425,59.00808320334278,35.556451612737476
46.68300025007778,45.73190160989888,45.645672783204496,42.37717626940455,43.77537558675181,68.18081554840147,35.1462012985937
39.77233670425092,49.92819191035815,56.29811297214404,58.093530042068494,53.02170379970006,52.47870687743047,61.979717159942346
31.288980190266045,71.97122236033931,71.67689892337067,76.77669654499574,63.35413067918832,59.82915280229128,67.96417443857833
27.918957808825816,79.847558114079,86.57046100517596,82.51176441970196,78.00196605175563,62.50553978843117,90.05775014561664
24.67981965756492,89.99838862168701,96.30923045452768,93.62638000743426,97.73230057048134,61.59847081347692,88.73038652194731
23.055176763881292,88.66212951235036,89.47529675538205,98.43826388664041,100.0,68.10055938743454,94.40233829047733
25.784239408962232,100.0,100.0,100.0,91.59194616906944,78.34423276320408,100.0
31.080048025462286,95.03375662857982,87.51538924301053,95.71588989933075,85.3109934060403,90.56701896006496,86.34310692315141
45.57288865526694,88.31630894459606,82.43282646716949,89.3622155482051,79.88467790823826,100.0,79.68116670655421
42.72022687395529,68.1256486747436,77.1389410700425,62.1191662010978,62.2550231785185,84.46914393055906,71.85396627121527
45.59692274548488,53.80186847203223,61.109619785040856,56.38664811723402,53.15967843545641,79.44130929286816,49.543806640377
53.55631518298591,40.58502474263097,47.02029468464421,43.234079597736894,41.22629014859067,75.35619978599442,48.402076298740226
46.04843447646999,40.473463036404596,37.24737920639908,28.955955475523925,33.75930994794429,70.14550663243078,31.486417593828975
21.292210961593565,24.182069966250864,24.171644648631755,29.486418329039793,21.839186951699954,63.558120206150356,16.09819752038037
6.696146053808058,11.673869050762,18.26330327572851,18.49298703810864,16.57021369007195,64.64574295837036,14.166570696957073
5.316389718008775,14.272382746250143,21.215205061727175,9.770070454042088,10.704743908580355,68.7597368964121,20.5948788619253
0.0,4.319627242757808,10.978278725205985,8.299917533373177,12.525326898269995,69.63530827485557,14.141396439957152
10.179060118466401,11.186073438473345,7.774334992653223,5.2326447469371224,11.66166852498839,72.41422763862691,8.86509795276386
20.3154826056233,2.2917440493569785,11.859517515711621,2.1221052355928363,7.648796631260245,65.62966946726121,6.641068752936401
34.026054297268175,11.78073725535957,10.605783117895788,1.5165432908153025,3.5572686978617525,89.14327578288022,11.502451331624638
46.66218608339173,2.5614524148025386,13.38720598795024,3.5817601031738318,12.96171357744004,80.66811800678046,5.094321048101921
54.23785266793389,2.5515024247297147,5.605377775694341,8.074588836063434,7.173017483377624,68.01510545066932,3.822641948928286
