Business and Finance,Return on Investment (ROI),%
Periodic fluctuation,Periodic fluctuation,Periodic fluctuation
Peer-to-Peer Lending,Angel Investments,Commodities
12.41546469972198,8.366639947572907,10.877061054568081
19.280422363664094,20.61779532004403,16.926030745329157
21.008795865398962,29.015284017774334,22.830793176624653
27.903061910855065,25.239929721223916,27.896053543902582
19.062957022694683,15.970409109588942,28.756036312004397
11.239700510865227,4.733918816665376,25.16605359043899
4.885846366716073,-5.876027892763839,24.61970202004447
-2.3465394930491232,-10.0,19.99309836589081
-10.0,-4.5968005133312175,12.964685615275506
-5.209863854359227,5.775153324272882,11.7651687274453
7.48480537063163,21.06223170001504,0.127589803471146
12.5323894617601,27.16437725774776,-2.3500153604551084
18.76668945732472,28.58487182833383,-4.576536837236623
30.0,19.11409863037391,-8.176632391889123
27.730626505448882,7.367813625474714,-5.50682832149688
16.484875793636526,-5.027825411877467,-3.584984250302009
8.031726492757244,-8.118988139434887,1.7638597701051246
2.1891486135429865,-5.3914614932844716,7.963691391790071
-8.435604987859785,8.297460302893672,15.267636676340437
-6.065258506036914,16.356235462757923,18.91007254285941
-4.172694754950772,30.0,25.495699279725685
4.948202382417952,28.898887411697523,30.0
14.828400796258965,18.392014410986523,26.321017874911718
20.985643853976413,10.028024038449736,26.46187525065772
26.424481130757712,-2.1100962014341,26.89386538622673
26.75961395912894,-9.909874083518247,17.25356513693231
19.07931309648852,-8.017628105484894,10.971055774665096
4.28365952360577,3.797689111074721,4.90038746244657
-3.473885363548689,11.644022054316075,-2.3847946663786637
-4.95899936547395,25.779375558821172,-4.775924763235338
-2.6404859068777515,27.826303266434948,-8.139031303578092
-0.502477886335793,23.225202949529717,-10.0
8.122715042575358,11.642926925813214,-2.840550500928524
18.293122124365876,-4.1900582454322555,3.4749432558449413
22.29183403832507,-7.7358886055545195,5.927934012353237
26.427125994992004,-8.881115352685462,11.867933302097526
23.661525908597895,-2.932866854662162,17.85380822271719
12.726069663451245,15.428343739114752,27.243958678298043
6.370702650705166,27.21435007325332,29.60916070068332
-4.433734505440553,28.957828887845736,23.97909819340964
-9.128054501028247,25.68833803575984,24.874524569816728
-1.1616634730672217,12.983116577302354,29.046856735554172
2.3603822676660435,-0.2285178560200798,17.42118515776104
10.985009413918057,-8.573471915641566,16.756716292634422
20.113296258154865,-8.825674707942673,2.906190879388358
24.271998835531875,-2.818980516767283,1.8891266413837808
23.79480178880886,9.971273005388383,-3.383442102645895
17.08956198270328,23.27950304498242,-6.094152784286317
9.118866218937072,28.565306232275816,-4.903066862726729
-0.5521256034717474,26.94672662884482,-4.508907461788091
