Education and Academics,Academic Performance,score
Periodic fluctuation,Random fluctuation,Random fluctuation,Single Peak Distribution,Single Peak Distribution,Random fluctuation,Periodic fluctuation
Vocational Training,Social Sciences,STEM Subjects,Humanities,Language Courses,Physical Education,Arts
50.66160827871532,0.0,94.24201504661328,10.639295653282543,6.5373421061324555,27.487384205749716,62.121310323682245
64.43092885286909,9.424350113091098,100.0,6.929897070919301,15.836143137753622,36.9714513154145,69.40142104282894
74.1793881098445,27.77966504940535,96.9317371941675,9.336290431256087,3.84752919321875,38.45940585858278,67.6172777139427
84.42818671970322,27.531809544820373,88.56661059318265,9.843638093761081,4.426227556805733,27.352808567297743,88.66285589906899
90.4966906633846,26.94798065120793,82.066473882917,10.14302873872713,1.5721778761261855,31.28490988008093,93.00769827900041
91.29308328487315,31.645957133152553,73.56295568497151,10.195449162296171,9.746539309784024,30.735026826706424,82.21744633245335
85.54941036473944,31.0659910954053,83.6554487644171,9.113223795911338,8.232857257898353,23.196083489018683,66.88689386581356
79.3164334193155,33.74115784590498,74.37014921292614,2.7454544133396936,12.893986888935077,22.809157355588106,52.98700272396123
66.25630637643036,32.596486545238704,77.23766104143174,3.2817745578685056,6.697794751251789,4.724517644498547,43.43871017393342
55.42243464625882,40.62911519936349,63.96166821985522,9.650466599439671,5.534334916599518,34.306553812964395,14.87539713355476
44.618113699838915,40.483056630837595,67.09215581220369,12.965773953880333,5.752087125397405,21.859194960881357,21.55634691776668
28.928237286243675,44.3589659617998,60.593429650298134,7.527326317555668,3.7126850646622924,35.92317519926223,10.203080055721626
13.467901308272703,61.882118806191855,62.472338132743744,11.551538405202304,8.1668255776179,18.413497563034696,0.0
8.62363237428846,55.75845181870336,69.37679354415853,15.857149719015087,7.986235883165173,34.8404747681401,21.948818800591894
0.0,77.0506498882699,59.85803922345302,10.984731530060563,9.834091123785281,47.07999992200027,35.54487270348567
5.339451324486314,64.36710906893394,48.14694844338752,22.807967671149672,15.963904949905533,48.221172968581314,60.78157391269753
9.450098426762198,68.11997309571028,49.685635748099735,22.85541416433365,9.947149018481525,46.45449856151905,72.1576328454567
19.702879084221085,77.6406615023864,41.234201993488,28.187188099388116,22.963937576521204,40.52580356218421,80.90301111117026
26.423323387579874,89.84658749822836,36.12579111269193,37.63143290183309,32.865495986842305,18.927887309279768,81.87636582111145
43.292752069582356,100.0,31.531733092009006,43.05474023786411,49.71540350038214,0.0,87.57457972097126
60.315746849519684,76.4969056903618,24.92624189100873,55.31160733153756,55.99466779512438,18.320810583613955,69.00841988721479
74.9701535164054,77.63070109668175,24.59107888722509,69.41625319733619,72.94337973783959,12.35367926178571,62.19293617616145
82.4128117839618,84.43477647588176,25.670198285607704,77.65700503898445,77.80339066700719,20.43413025788921,45.72797942749918
85.59583130783832,83.25005779295479,27.43448208787128,81.49410859517957,76.0471238230362,21.729032637825785,21.136329482301406
100.0,71.32914753106613,33.05281300972397,100.0,94.15903238946703,32.7166368056461,18.728394439918755
83.15998364363001,41.915765813754305,27.118374933087345,94.22593686275013,100.0,29.92515527048652,14.161722516561287
80.21361413015877,39.88837428133045,30.065126739742738,80.3309433612855,88.7468373509211,31.5377733404839,2.0971748138696378
76.12952134874027,37.579348714729036,24.75101036857368,77.59380316863822,79.6779609299865,41.11730937387916,10.036027655752665
55.57375230215087,22.444168913936725,22.990889678030484,71.06310797832988,63.31533833049762,52.174924725512206,21.63313415795326
43.27029743403163,27.902079884215308,12.729043186665082,51.9907130476687,54.744988699366246,36.13118379183106,51.50271552127408
26.2008168153059,25.75062659294908,18.627811183345692,38.54969445300635,37.60686904002946,0.0015121254677317613,53.52400739269668
20.856110711020985,30.112127468779036,9.62333597476726,35.16579122220767,31.718671055396374,6.191973235951852,75.41109226697367
12.206445562030945,29.447393658943504,17.370840578318077,25.881093971861002,24.179005736882704,5.747081277433564,86.06443045972189
6.46495802043094,41.92795764337609,21.53767215623476,25.349334704311925,16.20778004305082,16.915041104341427,90.22617904969911
9.422545329532108,40.11849016331519,9.764343358137623,13.002380253837401,11.002366745086038,28.221423964822005,83.19941784566855
1.0801251006954071,42.62517110564905,7.903765429432906,13.028158400734876,7.4735689147869415,40.91902666720139,71.01004631529773
13.651046846588796,43.736290107117796,17.230115489473903,14.888297852456573,4.15669112337347,35.10855646189363,71.22357510729728
26.594256228227604,38.383976121310816,18.874516364500103,1.5303674029614214,4.165304270798195,45.18229812938378,39.97950588528237
43.73456391579121,30.63104118830699,18.01348935699992,2.5999762331743184,9.55652462492496,64.50323338980319,23.06928820627006
62.686440114282796,32.02921906589133,16.538626726498105,8.02517584263078,8.558969701475966,66.85490163892473,10.871977805909744
69.28108623158955,30.685286241647752,10.160928314599689,2.6374113641199726,7.069965329134847,71.20052873151592,6.984098480903846
78.3447449661107,21.56683951678511,14.894830410981175,0.0,9.11820980927604,81.38315859485236,13.483755902468781
