Business and Finance,Return on Investment (ROI),%
Periodic fluctuation,Single Peak Distribution,Random fluctuation,Periodic fluctuation
Venture Capital,Stock Market,Real Estate,Bonds
8.665735438888092,-10.0,9.930771921521199,10.270212174159923
20.665698228356177,-8.353758955827612,1.7236387052714601,21.232004946263835
25.723510122596174,-5.18691941105157,-1.0204701355693953,27.863861925042812
26.036798283206764,-4.586529605265212,-7.5624096150080025,28.085099060674665
19.465648427151564,-6.431821440877506,-7.89971712222748,22.10150778866933
8.258638135751532,-5.864692717166335,-4.894575987590176,11.556044588961996
-1.2218273729917524,-4.213981503736707,-3.504651373973279,5.473344864829846
-6.167450927222955,-4.420479925804122,-6.150365234686043,-4.752336932714396
-8.078676047722695,-3.4791985704013317,-0.9818399535907485,-8.790378520343198
2.169828720531852,-4.15212690180578,0.23499561436146976,-1.0508320163919258
13.794617281243376,-3.499114874346221,-0.8035308643009618,10.916731354820364
24.14688797306063,-5.6797846446385565,0.08088314329504342,21.3367676439629
30.0,-4.333129627957446,0.5466351312175011,29.29459213923657
24.533990843218987,-3.3674593153024883,3.769858411362554,29.343305917511778
20.23389382849008,-1.7294830272731403,3.715992033129192,21.57835539445503
7.548056187247081,-4.969313854372156,0.10502020704090853,10.401274732801433
-1.7483484515063257,1.0046915857160421,0.8794967334966834,2.143511580255929
-10.0,-2.640078894740343,-6.406839639557544,-6.869866098736214
-5.2364006642379195,2.051801419329278,-6.930131156783998,-10.0
-2.3606122409810126,7.298450739092424,-10.0,-0.07293386619376108
11.984402005376133,15.130016458192735,-1.9889952372278739,8.648259819435996
21.16559155348977,19.55467536422588,-2.918891378698463,19.77324229593001
26.26888168949891,25.48498353561667,3.5427787825005392,25.68796129736512
25.734394066674035,26.734200198490427,3.5424482813817253,28.915519727874567
17.381900205040242,29.68382429926332,9.725798731233862,21.930526623111703
5.1416344925441635,28.72785263627889,4.18283774891548,16.040804955957825
-3.944515366897159,30.0,3.2360284490248663,0.21750268310680987
-5.197018392116123,21.882527996893305,7.750983531007748,-6.5259306554165635
-6.950188058156129,17.47201920160382,8.842825019960024,-5.742004189077214
2.17507530181493,16.132361406415654,13.1336135246421,-0.7071147622254088
12.316448083206968,9.830825449062658,16.59831100083366,14.899044402292915
21.359668165483505,1.207308212064337,21.323114890125943,20.52794010221435
27.341214500749423,2.0685402750021886,18.687789820788673,25.68119105904249
27.2366453330135,1.629737204263682,20.546388412329414,27.676589299396554
15.987564169061915,-3.31508180343321,20.53037590924155,27.113131632988917
5.651760644033786,-4.216744194377867,27.30279899360837,8.729471693376066
-3.3320535091165215,-4.493600992316265,26.20556605939207,3.397573921979255
-6.303636509008049,-3.201281368086625,26.779319296676334,-1.4186648936663833
-2.691142374072461,-4.674681047509343,23.31334523345422,-6.137892002342049
7.0535540370316845,-4.141467882418331,24.146149380526765,-0.555259987539209
13.813657426807133,-2.5987419050393266,30.0,12.575017972290297
25.08746279575368,-4.528184395700999,24.170078391624095,21.74465892958382
28.402182112450177,-4.155638689347495,26.66825240979017,26.816885440250637
25.112414310237142,-5.562815817540088,18.88416841272025,30.0
19.23078024033061,-2.0657686242376574,22.751115456656514,18.871416714668673
6.286802678708884,-3.8001555367110917,18.828709852953654,15.718171034172357
-3.62087265776315,-6.825166155269165,20.165024301364234,-0.6024171067913446
-6.110269820000443,-3.119345332628707,22.477045136292965,-6.888653075760816
-3.155364586224544,-7.096482459675807,23.34590234041481,-5.362986207527163
1.758480163465105,-4.1821047131168845,29.262452673756833,2.54858086858043
