Social Media and Digital Media and Streaming,Social Media Usage Time,hours/day
Random fluctuation,Random fluctuation,Periodic fluctuation
SnapFrame,ProfConnect,FaceLink
7.88967755559166,8.276920340780215,5.59248007588174
8.276787870600668,7.680465073429915,6.639409703553154
7.822125032962357,7.355039138426438,8.209674184932553
7.96777457676065,5.944714632067556,9.266174473418278
10.0,3.5692335470278995,9.330879292908575
8.833249801703039,4.010658265279368,10.0
8.183790761507169,2.112332862458484,8.574702813020789
8.490469255647191,4.6428093289889,6.831426185399364
7.233880076098793,4.741280130232088,5.998141439771536
7.257608093398151,2.110184496890928,4.16103833612527
7.884263417066628,0.2017756040453989,2.709220862564104
5.555202124666469,0.0,1.6876012172973698
4.7203886889264615,1.6774121872454,1.6340173224549124
3.806481473357918,3.299961574820165,0.0
3.8291552292367252,2.378072257740503,1.2389606265370854
3.3482924100005955,4.033144404765755,1.3727639290556164
3.099718276153243,5.47271511489855,2.6440138448270507
3.1554708376247804,3.974926623493253,4.508860906049364
2.0440065544197332,4.714171254693263,6.301041007144439
4.330308752044481,4.450033665069652,7.025041018515033
3.4447266787687187,4.502939754476481,8.283592338810475
3.802897371853719,4.079371912169195,9.577772392016247
3.4858322581037218,4.0083805402947466,9.538270650706059
3.96487887083016,2.0951495358103283,8.555754116222806
3.478210729745176,1.4682992323166295,7.71247142498234
5.249203660079665,1.351998206190045,7.2900294574843745
4.229549252385586,1.8941937431807918,5.172649317696266
3.3605422938622325,2.24161642435189,3.33648766987223
4.186156095916934,4.2004180723935125,1.359540223943515
3.867421780689414,2.695075556560983,1.080813121390821
1.8586912194045202,4.59829188064894,0.4830176100602382
1.3209952944525276,5.224215818400859,0.8263691924491269
0.6409640489614497,6.388143929292389,0.9754214616997496
2.213629955576647,4.909929711445674,1.9186149653080264
1.9831297191426023,3.854665599157337,3.671309016633933
3.1184568563158894,6.583298739602959,5.73400625794175
0.838143270096382,6.2417190979231325,6.989103103386406
2.6166578576182298,8.836969170138932,7.920845764218648
4.027160717795995,9.683066612074075,8.934624345630166
4.692732549348241,10.0,9.518536137804466
4.325428422513721,9.864188325062264,9.76729674952882
1.5837531934948856,9.913951125919768,8.855892279095208
0.3524182032347657,9.723866916741219,7.672992436051692
0.0,9.414707720884264,5.788971711813874
0.4008333836559424,6.256457740456868,4.2130669673377765
0.5763449005423639,6.332565734523017,2.4251875604274424
1.9706577036812454,6.162532299282141,1.8253021948710126
2.1836562873489855,6.948258232319344,0.6430813453378309
3.2758405472271206,4.775947379367371,0.48984915512653576
3.004678695417695,5.443641896884079,1.1580106966419739
