Social Media and Digital Media and Streaming,Social Media Usage Time,hours/day
Periodic fluctuation,Single Peak Distribution,Periodic fluctuation
Chirper,ProfConnect,SnapFrame
5.139140390105155,0.0,4.5323889881339205
8.621443462357169,0.8083112627006817,8.003872777489413
9.806380278681084,1.0223708447139719,10.0
9.405348303197117,1.1656383353271484,9.62637299849029
7.142409495998045,0.9376677273577092,8.256373056922696
4.786960825164378,1.286636329744758,4.828706177501066
1.985058574192512,0.9946934593927659,1.7870274761027973
0.0,0.9231698936428957,0.1879254114963283
1.391401117413119,0.8385257887313541,0.2898224183626526
3.152989384847455,1.5143182506570751,1.6478389049679973
6.089915781077807,0.8545338441142656,4.768277788758724
8.975548215106187,1.097386826221592,7.699943893633597
9.677619340961746,0.7077613098395709,9.806838556615142
8.793429274112047,0.8000349090533198,9.262491517593606
6.527854288642482,2.1405275569729363,7.331798667393484
4.043138674538777,1.9835534939186374,4.554560708755137
1.1799123815701569,1.5006127682095736,1.1732875847048614
0.08353991481061597,2.582837525986996,0.1522594312936074
2.0263957494229587,3.7530278017681447,0.7995494357815492
3.778401094537408,4.482324239059593,2.4500056679570688
6.933335877790681,5.806163668150104,4.9128803923309246
9.044219795888708,8.13385333174886,7.442167783323117
9.246372555438688,8.160588215715393,9.801624627384491
8.271032193107308,9.84130695588232,8.699433437958785
5.803587345548267,9.695073056234657,7.989504454773524
3.1953200206235706,9.459465778800004,4.666903477106803
1.7528489331420838,10.0,2.050487431848243
0.5963351091481609,8.225597553576902,0.1391476001007767
2.108336563711669,6.673732611581356,0.8730665647918218
4.9951682791291425,6.3822567298285104,2.6692525454728537
7.567249233675115,4.196082322686356,5.3284192349790125
10.0,3.525899602325138,8.057100991679526
9.051261234771484,2.8642725507061852,9.760245968665231
7.179413583330233,2.0177673511514045,8.755155240959246
4.784590974175485,1.5040131106811283,6.983586985377275
2.2385585486062127,1.122304316602641,4.251146537480729
0.41670235796052835,0.8886550409177791,1.2535968954711434
0.778620288791228,1.9067087130157585,0.0
3.4296207037182103,0.9413074634252611,0.8936372564083966
5.825377462079234,1.270718215436757,2.960416592986216
8.477725996676774,1.260467939929729,5.36565107823227
9.772408144676564,1.0399069450452263,8.433591008878688
8.521876999146466,0.6228332746259371,9.601023596433611
7.149144935471483,1.1643649108911498,9.456477904042908
3.791416850187377,1.676679898013491,6.892640883448421
1.6825287892097456,0.1438914108826621,4.0200806733399865
1.3342620270072982,1.297148725545365,1.271904377335372
1.8863816940821954,0.7510886647031201,0.5351629325740386
3.98878795483456,0.20375423365924014,0.058732134126967775
5.998935273377076,0.4587019374981072,2.7515328722270427
