Education and Academics,Academic Performance,score
Random fluctuation,Random fluctuation,Periodic fluctuation,Single Peak Distribution,Random fluctuation,Random fluctuation,Random fluctuation
Arts,Humanities,Language Courses,Vocational Training,Social Sciences,Physical Education,STEM Subjects
54.83966179469212,77.75181041547775,45.060167998722214,8.1125500561124,13.193262704808175,60.00843360284197,64.22650355068994
70.82277062950112,79.9955112535393,67.40614145900012,14.277079780231958,2.147063085377276,67.35845578341674,70.97205196880537
82.41171406593601,79.04738689968457,80.75201502553836,1.44281326474526,0.0,77.88968119873019,71.72283402548386
84.85565885067078,65.76170840258104,100.0,9.45654312670824,0.47644630319750075,89.6976613170693,66.72535270841128
80.202386996277,71.66650024160893,80.49360261671873,10.399489849751955,1.4987139396180185,100.0,64.08444666414617
72.37198890582867,66.59628542345433,57.2688808458777,2.468300080245998,13.682799890431971,92.75177355485233,68.32969857229303
100.0,60.64921228703698,37.64809600992735,5.792003168966286,22.713874031179795,60.00809060021647,85.7207903413823
85.0138401773561,67.90644370035331,5.1052637336226665,15.408307875612367,24.946083646151322,62.99888913624506,86.2284736777073
78.25810354687296,85.79445297659288,0.0,6.554579226606835,20.014761005380127,76.7785480500834,96.37809119162048
70.43533589437432,82.35275756985243,3.258964113369563,9.117238633863003,22.711875140616645,94.14398813442864,99.00459270310404
70.20648875352083,75.26544529886185,23.71334991156594,9.566342406672627,25.255161879890608,91.37048886228133,98.40154232243947
65.03794780062029,62.038875400831586,48.55482384408856,2.018414991684366,41.17337225420097,72.09216022394446,88.27613563693619
62.14315732762358,55.518510888314424,74.59977229939223,11.080504586858563,39.390845723977044,84.83408236686098,100.0
65.64950011518471,61.10844168386377,84.14989790033653,13.037133583294796,42.87333625126317,85.29706106629385,94.2692267203472
56.10419271779443,38.07206895359314,93.26371191257051,6.110542974268189,48.50758843776686,87.11103542976774,91.1879174080932
35.5778381318935,12.812326463650002,75.51524763056663,18.877049782263246,54.72220356550944,75.25680160705754,78.76802889269895
7.735368248604491,12.170031100051547,56.58977898947556,14.196037329786812,44.76728052230902,62.28027278816815,82.00116791564238
0.0,0.0,27.36899574146827,28.632820424857414,46.63603688357741,58.48667866321535,78.02523450061314
3.034797065961075,9.12591352460073,5.753482267446261,37.6456244769273,53.74493973650559,33.960948842021466,76.08051360103494
14.929394199531238,29.42743025564149,2.427297375544814,40.80007477474158,50.47784815233427,47.096997254184444,77.91598996497433
1.3884414467382202,13.033560437377044,6.146437975246896,65.81926494079704,58.43302332174193,29.8184095085131,77.56525499527301
11.719257069867286,12.620596402001588,30.308328319058873,76.23193780342551,71.76698537339415,35.03755967439267,59.46596835522207
7.04632104225469,9.361431515679943,47.66311192797089,86.5001763027108,73.35089404841054,45.46903478728464,50.7062168861352
12.044542929845905,23.585847597018255,75.65119233271275,85.22482264051467,72.15577683081854,43.49075248993638,52.647257230014056
20.803395509203483,14.366076851799486,80.41190535782367,89.32077048960811,75.30724693705642,47.69570119169032,48.301122380751636
25.13003709877615,14.62951185010265,90.04976334899794,100.0,66.12713648188429,33.251214093559476,40.76035883879653
