Retail and E-commerce,Customer Satisfaction,%
Random fluctuation,Periodic fluctuation,Single Peak Distribution,Random fluctuation,Periodic fluctuation
Product Range,Loyalty Programs,Product Quality,Personalization,Return Policies
99.1392603511234,46.97585917042824,3.6895978914407412,34.0899383581363,51.38690546730056
100.0,72.58383180864799,11.57775051571104,14.751911166619589,77.66332607511211
98.83728601169433,88.68567077675219,10.671525658695549,34.901045365633934,97.3079671905902
89.17288573472754,89.87746192209323,1.96977905247233,28.68138246306537,82.98017599512531
91.45795490597057,68.72027670151066,15.618888083384752,27.996767615892427,67.12878968329379
84.79615068930465,34.914882471692685,9.672327067480285,48.23099572659484,29.946367824494253
86.69919571871418,12.561907237240355,0.06731366847429422,53.70311169285714,0.0
73.44846120496814,3.2666161016307163,13.460455673111602,63.324306172849035,5.6926110241564025
74.26827813172821,6.443448600863645,0.0,64.03834194447134,24.58664197620259
67.21030498191422,37.304656724531846,9.138801981500366,68.32098686191577,61.9030122260589
58.8189853831766,68.41572052522405,9.319400703419133,66.51686464728883,82.22573840072354
50.674672321462985,87.28016017324563,14.612075153164469,64.63758906508832,96.08062992702276
43.01104515373044,90.04976005313866,6.288093192758527,66.4600826509608,82.34487293796907
43.101937408672846,65.28810038323883,7.724367571984557,28.18111883443089,49.95771901244906
43.54577790623924,41.80874984441913,19.211863330846114,9.77264117473144,16.092864837596697
44.41876511540857,16.310680605458927,8.325196814366809,24.27947166814525,5.016707153307723
54.16613328710478,0.0,17.084684375021,22.290736144513197,9.820623917467394
49.769313366758745,7.006308017848707,24.834889015336156,14.439620508611254,37.08404580845399
48.39481371844479,33.278018038847165,26.79955121468843,50.448695923744914,70.52573211167146
40.13292640324245,66.41610784450805,38.417053405030856,33.853387197890875,92.53449391163163
34.19547581988197,95.09390325220127,57.41606910475953,29.9189992954171,100.0
22.345908322751292,100.0,69.2936448919226,17.043354711397406,72.80467284190385
29.06119363612915,84.27799434661313,72.69887147252527,25.286112989585792,38.93673768987959
21.120862855010728,46.04317105355009,84.15583112066523,17.24601567182715,8.010736590446998
8.739326187682813,17.317350720276973,100.0,10.590438748368664,4.501383559284374
9.51634028401205,1.7566449444827386,88.79431261335802,1.4855448136924851,16.63806062299911
4.09732625791265,4.387215337555335,87.9184970823684,0.0,49.226545319019124
8.47722169126633,30.21145970001821,84.21043400468794,13.22473809598729,83.24309452791154
2.751342684509755,60.42526786878024,61.505395180718914,29.371613310327454,92.66100235641144
3.113595604313764,85.98972999254254,54.96762042321585,19.482718721991386,85.28548778929243
16.640858244083365,93.528092528509,45.94958516402225,49.49171090939019,59.667577010044134
15.883223152501087,83.74313832873234,33.28970582226171,41.588778921311885,28.41363300958611
14.928564269183608,50.88969569499262,15.156915593564207,57.63319840221533,6.14019833217584
12.697810289732114,28.940710950525737,19.669941008897776,57.798414150894175,4.01009547224184
0.0,1.1938203215635896,4.973755795796529,62.04259741052132,26.195009764339478
5.11911978945399,0.379624222815334,3.1890188833051365,71.5928231424594,54.12459300965191
11.391724333508051,20.612480414942684,8.857325371846535,78.00814486154616,86.67661933152964
12.347123748977593,54.193458214271004,2.9670450285202503,76.00829562444792,88.85202259808288
28.92602938530614,81.50026194147765,4.492424218430984,95.09078876800784,81.20236998575791
32.53249628318676,91.89266933922714,12.075689013705563,79.9712678987131,50.98022063259642
30.893534032039554,88.54219950128612,9.068721140668616,78.81875288248263,19.517900302682463
21.988101504877026,60.61133353090692,4.119879484201022,100.0,6.224421865463352
21.243468020967914,29.086326156359842,0.26893529312522213,72.09599583374292,11.59570528697245
31.61883020940269,5.49248995398468,3.481120011411959,61.37559310220509,41.37836375199993
40.79216846270962,2.836855701811563,5.459158683105804,58.282308731655384,70.90166635679908
35.42561871485092,25.156255173183666,5.220703634440886,71.2303411603375,91.22644545707928
37.69692692463483,43.170242836386436,13.038044872196854,68.00746438030059,99.81708833303938
40.18610365348724,78.66701887492896,7.3198490926654145,49.28552758149606,72.6423066899884
35.4712151409691,95.0068258922504,4.398068187518716,48.35888449224184,41.7512872899307
35.77958545062067,90.38941483555767,7.688616427486259,21.877621355505045,19.646977541569274
