Education and Academics,Academic Performance,score
Periodic fluctuation,Single Peak Distribution,Periodic fluctuation,Periodic fluctuation,Single Peak Distribution,Periodic fluctuation,Single Peak Distribution
Humanities,Language Courses,Arts,Physical Education,STEM Subjects,Vocational Training,Social Sciences
51.220321901357394,3.046381757193379,49.39171895589661,53.78586727256073,7.78396682296478,44.10652865143553,0.0
71.44570108236769,8.932174082784117,76.3649377430341,64.89423452729558,9.938661483920813,73.76354436985515,18.068991595806864
88.54423824280661,11.070114482044074,97.74663948622197,87.81018960532599,10.77884581870782,84.50235565440536,15.678140196481843
98.30423241741461,10.65456512159814,89.9675531885422,96.23506356623585,15.026170693858237,98.33451807888703,6.418774365851229
100.0,6.943393962792145,67.23966512635053,84.72775393062118,12.304854689964653,90.01755435037343,4.157702262076293
87.47235111279093,12.574279404349815,29.486181725753774,72.97130998393283,3.746788216931882,64.04047360009774,20.15163275315091
73.54428412691583,8.843878026407543,13.422438158739928,54.177584975876805,4.957355093609168,35.90046402986059,9.640804216563295
47.362258622627984,6.943379863689911,6.958406714500871,25.945784194685228,13.881084204585958,13.018944967075912,15.634944788965054
27.537828022605677,12.988091875286575,20.825095560130098,17.555700888462773,13.817693358269148,6.093865485929095,15.77519642471329
8.186924849709085,10.872998177484659,53.60002984768658,10.654750864663658,7.97682020221055,5.93621971379158,14.675804725928158
14.190613761346537,8.243693542776946,86.02746615451376,3.7402721408121895,9.183479392076713,22.79431653112411,14.275696399562813
7.3695174060783035,10.384206999730477,95.88049397759704,25.34307295345443,7.246529091402643,42.151524110933586,17.958648219411238
24.369569105671673,4.192002906719775,85.99370112920465,41.024379887076705,0.0,68.12719130774366,15.543390098773566
38.21609622452533,5.572743496116623,56.517486225540935,72.27515498185332,7.779866887532191,82.55231780376445,18.137629287115644
54.366567014882264,15.94562625524582,21.616165857588285,83.79504328999764,5.588698225560726,96.51421990921418,12.76783979149631
79.66108044801433,16.47669982505234,7.261472139808784,94.10875225920317,9.302163389189449,89.96366326142167,15.500868815341672
85.51207361018194,18.390435546857493,7.998541071553983,95.68275947252587,16.891192944263118,71.7536946242213,12.057659188455471
94.45126782039867,28.146213312662155,33.83353295840485,87.2379583131911,25.879987819644008,42.466790582731015,23.827524730987044
99.13804766489336,32.373970905210626,59.20092755184766,63.518683522160316,33.49314978133896,16.97300397636036,46.45829819262406
83.27140035359464,52.674280912082786,79.60870038483195,45.2114160932522,42.414364284113546,0.7828618987080295,40.87705846441538
64.77626744621531,54.595373936768965,95.37507093914637,22.635047750041164,48.457899655042965,2.955586566410786,58.943118638721174
43.32825194050868,70.80716789363767,82.87906592265554,7.090047093253289,70.29098029544417,18.88686249551233,78.87624954515056
27.81962598111331,92.86645520134627,51.13499235816165,6.156847569553462,80.56651305672227,33.24239434458485,84.35346288136178
11.900084619009048,99.2006135362499,25.181550481314474,17.88783097574371,86.04547591625405,66.99288726123487,99.20783335525249
12.141906437656697,100.0,20.30090464460082,28.72027882961914,100.0,87.80686594119769,96.75111737993606
0.0,96.65176146631458,13.508717954480032,53.215317017919574,93.31155638184781,98.34863579492131,100.0
17.790978996476333,92.862738838508,36.67477289205423,72.50332509504464,91.76862316204003,91.7685814803697,94.66529426286348
38.0878873913925,88.3282145767188,66.84061578785364,94.13267323779807,78.76214248691197,75.96747807745304,84.74356496946253
56.93702107112825,80.79157154053765,88.01904492321007,86.99447510043221,71.26948999939061,52.12314760751304,74.1054911140563
73.24198634441129,60.09306459088874,100.0,100.0,51.971277990135256,25.74424862804765,59.95354199386256
94.5092760209119,44.73982366753832,80.0298278471335,69.13968069653703,41.18803570388937,0.0,47.984422062675556
91.1549125887259,35.94480814015313,52.01235891709353,43.91355609982979,31.653713162894498,9.32644950629668,32.624801725831354
90.93545156755367,26.254100540210263,22.495336870410707,28.71799847786718,17.754748704867925,15.196913208334859,27.758046660701385
86.43134230641063,24.38589093071378,9.314201563420108,11.02290832071489,13.104014953180743,37.88940162812888,21.387951212556324
72.074259182869,13.786472548557347,13.89579979805472,0.0,7.86921259473556,69.01053923299413,15.652503166411066
49.729269766069564,11.61508796590001,34.8875850513641,13.852482363119151,4.2772996433706645,84.54160096766877,17.76276816412424
24.660474785297286,5.312417152901926,78.76847781116878,25.612501324630404,10.134424713701087,92.75409567952786,14.19878346422764
8.998633631454657,12.477074920087821,93.3724593409589,49.38152369844661,8.547632951713044,94.25869329163233,10.366401839256891
5.278741188869144,6.099086776113477,92.13791528263448,75.36474091384413,14.728928316969588,81.4307055223609,16.466259430225545
9.842656477678464,3.401499112226321,66.3293570195028,84.47703162056325,4.7822668627662175,64.51734968313907,13.792075140878431
19.649606454825463,6.518665855181921,28.42916047527154,95.25269477117926,6.28065050438944,28.80351703694592,17.03614716602548
41.00941985702058,4.981700073637021,24.119412722940986,98.01823389047726,8.570932306961918,11.908735036558907,10.320934511693755
64.34254746219146,2.1158663728519094,0.0,85.40944572257895,10.256390731108981,4.606519454420317,13.430575316459612
75.72989517538136,16.990880423386706,6.17051129568296,67.6907582552661,0.8612397540685472,15.458830835667392,19.01433507137555
91.02213757353083,9.170660717259022,46.66655703342395,41.689006442887056,11.061244262667683,34.95452649233277,11.417383468355323
95.16021101263902,19.85861910209482,77.96041556371284,16.741528211570202,3.892826155052367,50.16125448801616,18.04809356683834
91.71645767612519,0.0,96.24718541986115,6.466151193528834,4.015768949902148,85.70596684828394,6.528636032972024
74.1722185853593,5.2544689397023046,84.42140383313979,10.065847022676024,6.929595634553802,100.0,5.18230098448916
53.82200873222739,1.3714006396364264,65.3627136337467,16.19974917804001,4.565669632250663,89.42844334235447,20.4789499824621
44.46841529951504,15.765188045991602,34.56196530049991,42.154290249403545,0.29268414306206647,84.67170008622323,16.48430294443874
