Energy and Utilities,Renewable Energy Share,%
Periodic fluctuation,Periodic fluctuation,Periodic fluctuation
Tidal,Biomass,Wind
51.78843158597098,49.70742680074854,50.42875741843199
77.61737357676775,79.75461724112193,61.684082545821454
88.82775866340376,93.59154727419512,87.35422612062563
77.91320205180192,88.44278751037871,93.04145491139042
55.195229355297904,66.22943386187431,95.7729995592408
19.316372361230826,29.914268241535297,88.04509221635186
2.8165338187990963,8.21312851780262,71.46188045321293
14.396028737930077,3.0061012643953657,44.86466438567062
41.476645445353206,12.349722500621585,28.23015349674361
77.20781711361747,41.21884738378386,7.359347309744581
95.80324876792616,71.07097215803881,2.124117570852168
84.26743061186208,90.83317304312565,0.0
66.33840396643286,95.73155180613983,15.452327308562309
22.32363771299206,77.44938906893648,40.15945458922661
12.660874057048954,46.15961866030629,57.02485843210474
11.710912320962262,17.811854194311223,73.93866209024712
39.72154937851476,1.2774891203804608,88.55195824377684
70.59860878881466,4.134195673989794,95.42082162630942
96.21410356391989,27.648698738284992,95.35217513220637
87.81722372000523,62.88238803654737,86.42150551629986
72.04760035462724,86.17616182499866,64.3589005614212
36.72329262255113,94.68999370497583,46.60274071383416
10.97411039310997,83.90187887556375,29.073126550032967
2.729096278472603,62.690532768996434,12.455397906558636
23.433900312051346,28.172290851616,5.7624412490945325
75.46426274777328,11.260410081131642,6.236229635913465
83.16592199050696,4.70974961636435,17.993679960187265
100.0,23.761606033296058,34.45894039775584
74.584169233696,54.478100503653124,53.19112569861426
38.198526631439016,77.16443093319185,73.46624516455896
8.886757098221773,93.64476003210723,92.1332819008092
2.6617302950607895,85.69607554062544,100.0
26.937959382760358,73.92414364138713,95.99632987244796
59.16782804533087,36.29145416718128,81.8325328613843
89.9594671289957,11.395195672224364,68.75313607198203
92.80116355340155,4.20904329447682,52.49570054211512
79.41391183123255,16.483907796098777,22.757926451980254
38.360656815683065,38.42501638208108,12.117866169185366
20.873023889027987,75.4148505417715,2.889875857283416
7.985315609260581,93.89782940940096,4.845848667984395
20.40777807982419,100.0,18.579529833424925
47.29503988527762,86.27409073149987,33.70971965576508
82.13029287767738,48.00225469075218,57.67641914314737
96.03409030889411,15.421445297586182,75.1299439005617
84.3031169266191,5.909312106053182,92.95034231719791
53.31876907893675,0.0,94.91747000102966
26.317841441122024,36.31438128073596,90.83124580677868
0.0,60.16394318300006,84.75207980858295
16.973766710794756,86.9411423882161,64.00039330612259
46.913130474641804,90.47207845052931,43.36291876173181
