Retail and E-commerce,Customer Satisfaction,%
Periodic fluctuation,Single Peak Distribution,Periodic fluctuation,Periodic fluctuation,Single Peak Distribution
Delivery Speed,Personalization,Customer Support,Loyalty Programs,Product Quality
46.67587923967197,6.152017985262847,44.713489636182125,57.48639965041682,12.82025522540521
76.63496049673404,14.171888592160151,77.83216513809498,81.7501692778961,7.111476785936278
88.66367425348488,9.538206070541243,89.39614954040923,92.6028023152389,5.330770467735671
89.73786519587816,8.898076888876632,89.50463291877931,98.27908604034063,13.224873628802158
90.1453482861324,10.267560660520264,61.392817571165416,91.0108842114668,5.680359284384597
77.09490906681006,7.482783082148102,29.695764483589876,58.52436640173154,5.47548088002851
49.958046020405156,9.134445489706087,10.720684622023509,46.22845675910138,13.633342941704171
22.882510285336547,7.476328062182325,4.640305569828848,16.31017994961968,4.180520538218933
8.974258116041533,8.967588401850596,24.94903788449328,5.232083090880056,7.182400869158942
6.775113883070085,11.985219226527345,64.33637971202356,1.8427708701448435,11.22280536749065
18.553230630571747,11.35375831601062,89.54518456014785,14.183379354280717,13.07634822048822
35.7695905846623,9.927654090868268,94.57259136565497,40.81232811279174,11.016535775477083
64.30920236483321,6.00670164467896,83.75754784971082,71.73840567820513,3.18877853924097
84.06848487947815,14.914916723580484,46.07589177244197,93.5375406397884,5.95331574866367
100.0,17.565646744695826,18.506624076471493,100.0,7.050676112698148
90.84264826329851,14.340235057551096,0.8134298817020429,94.31650664481556,11.94800028320811
85.15060633030708,24.144101568171518,12.082968504045171,78.44905721120604,18.773371366846003
60.789954007314215,31.736679917619398,40.70574370861103,49.74152681586795,14.876071278701748
32.76530606805429,32.986099255905124,73.84073262557894,20.02214360557667,41.125896655826836
12.476907257324358,36.110183642232926,95.53583808943843,2.0303220103706474,50.90084054334717
8.3188166682262,61.02061109365393,95.65389412451034,2.2604323194871987,60.40025596555066
3.05861260422647,69.51362039318661,69.22734392351363,10.883459957333908,64.99959804087922
27.294497195819478,82.35504941325053,28.00009016901634,29.16551656724679,82.70496659052479
53.24763402709037,92.3193673193096,13.647491299139421,61.14505796192058,89.76578501173934
68.21606229417543,100.0,5.245552539554535,82.43614063662811,96.70070685836457
88.02323120099341,95.07344026484184,28.86099761203389,99.17156931535398,100.0
81.65637308868952,88.69755527078385,53.057732116781544,95.71533359325677,99.27302619518021
86.042293640333,86.9867936919466,84.82113285392762,73.52921411117798,78.02110119691463
65.0943348320591,66.1484552614331,100.0,50.61296905125137,76.89542918071315
49.748082028113124,61.14405082834612,86.38526340445047,27.626523774331336,59.34265124833933
28.410124823719897,39.74681516854801,51.80884929158404,10.219071466673965,44.64877440523629
5.098035948010781,39.48414187293484,24.016943201416684,6.881727818991353,30.387526318657006
13.469904181898551,22.829298073101253,1.727924116593143,10.454464612553991,26.601611490389214
7.212985803084228,18.865908525767004,9.843291865151475,30.317064077678484,20.11506940831276
35.249050795540796,16.892099352812842,36.23411856653743,53.551446916698,13.820174222751394
54.66315077761196,11.754958860128518,66.16356164926827,84.92181862193378,5.903809588651143
82.38582150988653,14.21182176054843,89.8300478885848,94.37467487278859,5.253110105366653
80.54616402688853,0.0,91.695819547555,97.5198283979357,13.163914839109141
84.64019959687487,3.3084874714843857,76.67613456725196,86.14100849138717,4.894848860242351
77.86718092759634,10.723183372599022,50.681040333590545,65.43915050661985,11.522330941840888
61.942248811475984,17.541506566750588,12.015210093076528,38.15905640448691,4.3094903240878075
27.155116103469375,5.557418726637392,0.0,12.937904165371899,0.0
4.838644082729681,9.118577023037018,12.150096675653359,2.2842457243881698,8.67631914274919
0.0,15.21418310235077,42.295341170313534,0.0,6.700453382332322
12.481627591546072,15.08830708302085,78.41519032548509,21.96681534410299,1.9607726015441678
17.61316303439056,6.543409781255994,95.1363252092579,46.663974302981956,8.630142246486923
45.36450079527572,16.79319271541062,95.95852859935391,74.33358738062628,9.847330130994482
72.22288552286192,24.131365134425888,61.13905998368203,82.93031632558059,11.452802618721899
87.50747538666263,12.475780609013992,29.455207208204335,99.56796423452215,13.957910259182515
90.26646446101329,7.020048865241265,14.117194529506497,90.55211798024364,8.564850212420435
