Retail and E-commerce,Customer Satisfaction,%
Periodic fluctuation,Periodic fluctuation,Periodic fluctuation,Single Peak Distribution,Periodic fluctuation
Product Range,Return Policies,Customer Support,Product Quality,Loyalty Programs
54.1085315273631,47.62720469276232,52.17113902908831,2.3592618122751627,39.713664172490866
75.28946209647782,74.92625308040944,83.00586492230204,12.230129671222148,72.89846211326599
86.59936056538412,98.56442126326955,94.49979438762296,5.729693348078786,87.23953176065298
100.0,92.42818399768447,92.4513511548906,5.912245272629471,96.58253457907418
94.78437125276284,63.94688493517384,67.52492728416075,0.8728432847234121,72.47252872556871
80.18428936120797,20.064713460779036,27.53533987046502,0.0,46.09881688366265
65.86172450379436,1.5734067565914938,10.720814287297062,3.0547814040244803,14.411997830932297
39.975047331541404,9.709332828763415,0.9467059804868396,6.296771430305065,0.9511656845381988
22.944351891680547,28.402980142615675,27.641003914488792,7.606543862492342,10.959245612762299
9.915902425312389,62.970404327088005,54.395450897005425,3.1754562570011253,34.42114417316933
0.0,89.94580849408102,78.92562362123584,6.891775038431216,55.304991980523624
12.259366231225247,89.43941331931872,100.0,0.3585008016153113,81.06817045643069
26.717579718903878,85.88377323902083,85.2931860646969,5.583969047571396,100.0
36.19299002843838,49.13524925268462,64.00179241932126,2.60789877868091,88.60845734199691
65.64110618160666,13.993882963715777,34.56107209409567,12.087133732483647,69.70083641167318
77.914168004605,4.1024993173759485,14.553261385686431,16.61560079083482,34.39592325041983
99.09289178195722,13.291202560358686,8.156679838788946,13.729524942316957,13.1905097865103
97.04577243549232,40.45130790744514,34.21750739082551,26.152814049469477,1.3994701462071542
85.43770417058714,71.62890391512087,58.74996982709044,37.69558848653002,10.239757656094255
67.10478069676476,96.2975990103958,91.91294567478829,39.06720644831543,42.08443715540721
52.1195093403774,90.72952942898684,96.52029437724406,51.066030533810256,64.92829823631962
24.89563999851433,69.61436240989529,81.48266363797751,73.52732532968376,86.2949485763106
4.385690832744356,47.647825904473336,56.17841904495867,69.2672523521434,89.90717561024707
6.246599487736516,21.392956074194778,39.94885940898054,92.68689426683777,81.13014771847624
3.0480645404929736,0.0,14.29720598077183,100.0,51.79073287717328
18.679514020011784,24.33802864391086,11.210956504408744,90.62833615270385,16.256997878593094
35.832332982301175,54.935719834088616,30.593934243823405,90.12619055144137,7.634530267165772
62.84742709153978,83.81666968997197,61.615724575361675,82.91409515616418,5.270190676488574
78.63404592559023,96.0738697743261,88.27945870712362,69.11960956846971,20.423925197811617
91.48691903171084,89.61619897669746,99.02110079397708,60.05853052194128,50.439586425213825
92.921545939635,61.44619826408045,82.73403838976131,39.767634185842674,73.7108768252677
95.52653612344788,23.94181896961039,51.49153706311921,28.88542230634667,92.94557634107282
72.80607185998097,4.00439477009927,34.32066427523331,28.120456717015564,85.77521664703201
53.56623298079358,5.004686450058978,11.487632490325991,13.771832690237176,67.21757709853625
26.625747542486096,33.13122007847434,0.0,10.06067285831759,42.59196530724649
8.738456730532157,64.55147715759932,31.896098693695674,5.045094106953788,6.52179521182237
8.00248448098825,93.46441145602873,64.08762623221557,4.345921235157252,0.0
4.018649854141889,100.0,81.72658474117938,7.57935286224508,3.507954622620286
14.842304434003406,78.89618730383503,97.21706624205783,2.3906855268322613,28.94053710722918
36.91577797359541,45.68982573174307,82.68087989554172,9.28340128311866,53.33465729112575
51.5114797813433,18.318889990590083,55.80576903651855,4.960890327709346,82.60392684746145
72.86518546497331,2.2795708101152203,21.40808620785973,7.144555195796884,88.67086153140671
95.27451915950999,22.525048378653633,3.49501165092898,7.098269166699957,82.80575406134336
96.53094507983329,51.36011001388043,17.478747223721218,1.8839175630129295,55.55730533392267
93.64274308568858,75.31648906467801,32.7201262522461,11.816782964484283,36.395436060899414
73.08076009866086,98.49628102298337,58.781371933586065,0.10617873331483908,0.5222688344676771
59.85533871110298,91.83932657608015,93.4255644456028,5.532234329735708,8.02995280811354
37.99215781164942,65.14205341139537,97.98875571602898,10.339243046396737,14.538610512724217
13.823125452316834,38.3562566356306,82.28549802541019,7.7936749530153575,47.86003809553932
3.9166951613030685,10.684915454373083,41.93891993170486,12.160992752947218,77.58812211518601
