Retail and E-commerce,Customer Satisfaction,%
Random fluctuation,Single Peak Distribution,Random fluctuation,Periodic fluctuation,Single Peak Distribution
Return Policies,Delivery Speed,Product Quality,Loyalty Programs,Personalization
89.50335512065875,15.103203984574936,47.24505925453703,47.6701422981545,0.0
87.20550744769196,4.080506773077562,29.837111403521938,85.68488772031404,5.297098096306751
90.46839252131808,8.47502341927446,47.55117692459531,92.20189385654933,6.504289035301262
100.0,11.596019880349246,36.994119920803364,97.00392054806862,4.397953317004193
93.93162375288524,6.056543482913834,61.775508840479,81.52658565780216,10.821744075766663
90.33746014323049,4.380299312759889,62.049339033503,59.51532713058626,9.45148468859713
77.1783490810479,10.721140263867397,59.31182064325347,31.647535748401868,4.717079295711929
72.45894079931593,7.509304915414229,56.924157352011896,8.289891733799996,7.890883266937519
63.95272754152098,13.065631803095359,43.129108290335886,4.3493539665054035,5.170345425411251
80.88667554656402,7.678810663233214,62.97170577697383,19.435432067127813,6.634052944325107
74.53071427087801,13.766092371672242,75.56834303626839,42.64498677337169,5.990994329222953
60.0287047699895,4.045231371069158,64.69527830990074,67.01710433359493,7.767806593012868
31.68020416377698,7.937014789309761,66.3328773785827,86.92460268089516,4.553607808071012
28.54615711994991,6.549371573465497,60.34550439794207,97.49077412349165,2.0654449013421705
29.952487092611964,16.492059249799073,68.89745629630494,92.14534301836797,9.720230097463665
19.465520600290436,10.138928669331486,68.12052358041562,63.68072015271999,5.012411074351053
17.62436545512048,16.06257308089839,89.86269175551497,27.28564330792998,14.096950250439932
37.31476296186963,22.0520099172627,81.54871976604717,15.758364255633467,21.272575198605917
29.950312132128243,34.25965678945021,94.83252238779,0.0,28.57670748387403
40.056602132004535,35.486281834698474,100.0,11.55464031192305,40.062803732865035
40.9154831553558,58.57615116376819,87.24983203362882,38.79281972821059,55.83793475078036
37.20970066418596,67.32718493905861,91.84255379885965,69.72572746237695,74.41388054672692
38.8535367050077,73.22119378515556,70.78619251429477,86.11909998391128,78.2847807368324
47.69693992770244,83.29471384315433,64.85056792533962,93.13816036699643,83.96919054411151
27.43052528274401,92.6685126982836,63.67217673767412,92.30913259795722,83.58536415483049
42.86575462044374,100.0,64.1132644543942,72.4934054189629,100.0
28.61182844887501,82.18696187713422,44.770204458496146,45.15998205350403,72.82072033159324
17.160924658585554,75.70855068047591,32.280967809252566,13.325084931277742,76.85181521012292
0.0,70.097797401284,56.4494332298224,10.40409688731976,66.48398891995619
19.349811443186088,54.867944644889164,48.66471074974407,16.02360600768647,56.434391137889115
28.504835205015183,39.35345030193731,58.702694726064394,35.748855097178826,39.30954582023217
33.68771067102908,24.924326691343285,69.66828024962645,51.8035870591796,28.609560387169196
52.84818627500838,23.85999836932977,57.84308270303221,88.88983244996038,18.922069811831634
56.07968117260695,17.341390032689358,55.3014218071683,95.77571900580001,8.04556099626504
57.56526256136748,17.934821652251824,71.05146609277502,100.0,19.555753239379218
60.932228674860156,10.659675445850732,75.12506774761025,75.03922835004813,5.564636081187597
49.57508848123421,15.60150184556252,62.96306557705657,56.47776413958472,4.48172146138046
55.41545541794546,6.060825220481527,33.64254638935818,18.338596643091375,2.5786477382275867
48.9574449624526,3.261220845397715,35.40976242072909,3.2929543151394043,3.9268257092824457
44.30835539336493,0.0,26.734528145578786,5.292378490760115,0.3002639761114511
37.25123845143878,9.74918284152489,15.64628982854351,30.24591903792378,4.863303973905979
52.468881833644964,2.872416976160355,16.046220518419208,49.5820440503954,6.8988721891399
51.830116041702844,9.971480173407292,0.0,75.9399024630345,2.9908262610876157
51.113853254277906,7.626752107722125,11.074435599565717,94.23831126463926,4.562806220485323
56.023424579384475,8.835418750397682,11.39920100069751,97.58537564826553,9.65282030068206
25.13876246841507,8.874528489410299,11.587655466200744,74.89312314649533,1.1282706267782046
35.61053204336507,16.18029792920493,25.934055544566682,55.1093157848416,11.303249938341779
40.47862595744971,10.06826426261543,35.53301526854495,27.57293161691144,2.30958382286565
60.79004687961576,4.511919406478617,22.461808334550724,5.403356753453217,1.4683810329678544
69.00728465752772,12.414063033183615,19.836862005279094,4.281118303445336,8.123157471536317
