Cultural Trends and Influences,the Interaction of Cultural Trends and Influences,Artist popularity rank (rank),Commercial impact value ($),Number of people involved/influenced (count),Random
68.4,356191931.77,97189.76
35.36,334282788.26,100.0
42.17,495231893.42,6411.78
99.09,58337987.72,43337.68
63.65,657470325.5,17679.24
54.47,500075865.76,33987.87
74.78,207679109.06,8719.22
72.79,884207052.53,9676.55
58.93,95016815.74,25047.96
3.37,382569425.9,100000.0
79.03,250333210.41,23590.1
73.81,10000.0,91710.93
