Education and Academics,Global Academic Institutions Partnership Map
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Greenwood High School,7,Sunrise Montessori School,student_exchange
0,Greenwood High School,4,Hillcrest Technical School,academic_advising
0,Greenwood High School,3,Riverside Public School,joint_program
0,Greenwood High School,5,Silverstream Science School,joint_program
0,Greenwood High School,8,Westfield Engineering School,joint_program
1,Starlight Elementary School,4,Hillcrest Technical School,academic_advising
1,Starlight Elementary School,5,Silverstream Science School,joint_program
1,Starlight Elementary School,3,Riverside Public School,research_collaboration
1,Starlight Elementary School,0,Greenwood High School,research_collaboration
1,Starlight Elementary School,9,Meadowlark Middle School,funding_support
2,Oakridge International Academy,4,Hillcrest Technical School,funding_support
2,Oakridge International Academy,1,Starlight Elementary School,student_exchange
2,Oakridge International Academy,9,Meadowlark Middle School,research_collaboration
2,Oakridge International Academy,0,Greenwood High School,research_collaboration
2,Oakridge International Academy,6,Beacon Arts Academy,student_exchange
10,Harborview STEM School,3,Riverside Public School,research_collaboration
11,Trinity Language School,9,Meadowlark Middle School,academic_advising
