Tourism and Hospitality,Regional Tourist Flow Connections
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Paris Historical Spot,9,Venice Canal District,tour_route
0,Paris Historical Spot,2,New York City Landmark,tour_route
0,Paris Historical Spot,4,Santorini Scenic Viewpoint,sightseeing_bus_connection
0,Paris Historical Spot,1,Kyoto Temple Area,sightseeing_bus_connection
0,Paris Historical Spot,7,London Royal Garden,shared_transport
1,Kyoto Temple Area,4,Santorini Scenic Viewpoint,hotel_chain_membership
1,Kyoto Temple Area,2,New York City Landmark,sightseeing_bus_connection
1,Kyoto Temple Area,6,Beijing Forbidden Site,tour_route
1,Kyoto Temple Area,7,London Royal Garden,sightseeing_bus_connection
1,Kyoto Temple Area,8,Cairo Pyramid Zone,tourism_package_link
2,New York City Landmark,8,Cairo Pyramid Zone,hotel_chain_membership
2,New York City Landmark,7,London Royal Garden,tour_route
2,New York City Landmark,3,Rome Ancient Ruins,sightseeing_bus_connection
2,New York City Landmark,5,Bali Beach Resort,hotel_chain_membership
2,New York City Landmark,9,Venice Canal District,tour_route
