Education and Academics,Global Academic Institutions Partnership Map
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Greenwood High School,7,Sunrise Montessori School,research_collaboration
0,Greenwood High School,8,Westfield Engineering School,academic_advising
0,Greenwood High School,10,Harborview STEM School,student_exchange
0,Greenwood High School,6,Beacon Arts Academy,joint_program
0,Greenwood High School,1,Starlight Elementary School,academic_advising
1,Starlight Elementary School,4,Hillcrest Technical School,joint_program
1,Starlight Elementary School,2,Oakridge International Academy,student_exchange
1,Starlight Elementary School,5,Silverstream Science School,research_collaboration
1,Starlight Elementary School,7,Sunrise Montessori School,joint_program
1,Starlight Elementary School,8,Westfield Engineering School,funding_support
2,Oakridge International Academy,8,Westfield Engineering School,research_collaboration
2,Oakridge International Academy,6,Beacon Arts Academy,funding_support
2,Oakridge International Academy,4,Hillcrest Technical School,research_collaboration
2,Oakridge International Academy,10,Harborview STEM School,joint_program
2,Oakridge International Academy,0,Greenwood High School,academic_advising
3,Riverside Public School,5,Silverstream Science School,academic_advising
9,Meadowlark Middle School,11,Trinity Language School,funding_support
11,Trinity Language School,8,Westfield Engineering School,research_collaboration
