Tourism and Hospitality,Regional Tourist Flow Connections
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Paris Historical Spot,5,Bali Beach Resort,tour_route
0,Paris Historical Spot,8,Cairo Pyramid Zone,tourism_package_link
0,Paris Historical Spot,9,Venice Canal District,tour_route
0,Paris Historical Spot,3,Rome Ancient Ruins,shared_transport
0,Paris Historical Spot,4,Santorini Scenic Viewpoint,tour_route
1,Kyoto Temple Area,0,Paris Historical Spot,tour_route
1,Kyoto Temple Area,2,New York City Landmark,tour_route
1,Kyoto Temple Area,3,Rome Ancient Ruins,hotel_chain_membership
1,Kyoto Temple Area,6,Beijing Forbidden Site,hotel_chain_membership
1,Kyoto Temple Area,4,Santorini Scenic Viewpoint,tour_route
2,New York City Landmark,8,Cairo Pyramid Zone,hotel_chain_membership
2,New York City Landmark,0,Paris Historical Spot,tour_route
2,New York City Landmark,4,Santorini Scenic Viewpoint,tourism_package_link
2,New York City Landmark,9,Venice Canal District,shared_transport
2,New York City Landmark,7,London Royal Garden,sightseeing_bus_connection
