Education and Academics,Global Academic Institutions Partnership Map
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Greenwood High School,4,Hillcrest Technical School,research_collaboration
0,Greenwood High School,3,Riverside Public School,research_collaboration
0,Greenwood High School,1,Starlight Elementary School,student_exchange
0,Greenwood High School,7,Sunrise Montessori School,student_exchange
0,Greenwood High School,5,Silverstream Science School,joint_program
1,Starlight Elementary School,11,Trinity Language School,academic_advising
1,Starlight Elementary School,5,Silverstream Science School,funding_support
1,Starlight Elementary School,2,Oakridge International Academy,student_exchange
1,Starlight Elementary School,7,Sunrise Montessori School,joint_program
1,Starlight Elementary School,10,Harborview STEM School,academic_advising
2,Oakridge International Academy,3,Riverside Public School,research_collaboration
2,Oakridge International Academy,8,Westfield Engineering School,joint_program
2,Oakridge International Academy,6,Beacon Arts Academy,research_collaboration
2,Oakridge International Academy,5,Silverstream Science School,student_exchange
2,Oakridge International Academy,10,Harborview STEM School,research_collaboration
9,Meadowlark Middle School,6,Beacon Arts Academy,academic_advising
