Energy and Utilities,Energy Firms Collaboration Map 
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Central Transit Station,8,Hilltop Tram Station,energy_transfer
0,Central Transit Station,4,Summit Cable Car Station,energy_transfer
0,Central Transit Station,7,Golden Bridge Port,power_station_link
0,Central Transit Station,1,Oceanview Ferry Terminal,power_station_link
0,Central Transit Station,10,Skyport Air Station,grid_connection
1,Oceanview Ferry Terminal,3,Eastside Metro Station,grid_connection
1,Oceanview Ferry Terminal,2,Northgate Railway Hub,supply_contract
1,Oceanview Ferry Terminal,5,Silverline Monorail Station,renewable_integration
1,Oceanview Ferry Terminal,6,Rivertown Bus Depot,energy_transfer
1,Oceanview Ferry Terminal,10,Skyport Air Station,energy_transfer
2,Northgate Railway Hub,6,Rivertown Bus Depot,energy_transfer
2,Northgate Railway Hub,10,Skyport Air Station,supply_contract
2,Northgate Railway Hub,0,Central Transit Station,energy_transfer
2,Northgate Railway Hub,5,Silverline Monorail Station,supply_contract
2,Northgate Railway Hub,3,Eastside Metro Station,power_station_link
9,Downtown Transfer Terminal,6,Rivertown Bus Depot,supply_contract
