Real Estate and Housing Market,Interconnected Housing Projects by Region
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Willow Creek Estate,9,Lakeside Heights,broker_affiliation
0,Willow Creek Estate,2,Riverstone Residences,rental_agreement
0,Willow Creek Estate,7,Maplewood Park Homes,rental_agreement
0,Willow Creek Estate,1,Sunset Villas Complex,broker_affiliation
0,Willow Creek Estate,10,Hilltop Luxury Condos,broker_affiliation
1,Sunset Villas Complex,6,Golden Terrace Apartments,broker_affiliation
1,Sunset Villas Complex,7,Maplewood Park Homes,rental_agreement
1,Sunset Villas Complex,10,Hilltop Luxury Condos,lease_chain
1,Sunset Villas Complex,3,Emerald Tower,property_exchange
1,Sunset Villas Complex,9,Lakeside Heights,broker_affiliation
2,Riverstone Residences,6,Golden Terrace Apartments,broker_affiliation
2,Riverstone Residences,1,Sunset Villas Complex,lease_chain
2,Riverstone Residences,3,Emerald Tower,rental_agreement
2,Riverstone Residences,8,Crystal Bay Residence,property_exchange
2,Riverstone Residences,7,Maplewood Park Homes,lease_chain
4,Pinehill Townhomes,10,Hilltop Luxury Condos,broker_affiliation
5,Harborview Condominiums,11,Oceanfront Horizon Estate,broker_affiliation
11,Oceanfront Horizon Estate,3,Emerald Tower,broker_affiliation
