Healthcare and Health,Inter-Clinic Referral Relationships
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,St. Mary's General Hospital,2,Cityview Children's Hospital,patient_transfer
0,St. Mary's General Hospital,10,Providence Women's Hospital,healthcare_network
0,St. Mary's General Hospital,9,Oceanview Cancer Institute,referral_path
0,St. Mary's General Hospital,1,Evercare Medical Center,medical_collaboration
0,St. Mary's General Hospital,12,Pinecrest Regional Hospital,medical_collaboration
1,Evercare Medical Center,10,Providence Women's Hospital,medical_collaboration
1,Evercare Medical Center,9,Oceanview Cancer Institute,referral_path
1,Evercare Medical Center,12,Pinecrest Regional Hospital,patient_transfer
1,Evercare Medical Center,8,Northfield Emergency Center,medical_collaboration
1,Evercare Medical Center,13,Summit Neurology Center,referral_path
2,Cityview Children's Hospital,12,Pinecrest Regional Hospital,specialty_sharing
2,Cityview Children's Hospital,11,Trinity Orthopedic Hospital,specialty_sharing
2,Cityview Children's Hospital,8,Northfield Emergency Center,medical_collaboration
2,Cityview Children's Hospital,10,Providence Women's Hospital,patient_transfer
2,Cityview Children's Hospital,9,Oceanview Cancer Institute,referral_path
3,Mercy Heart Institute,8,Northfield Emergency Center,healthcare_network
4,Sunrise Rehabilitation Hospital,8,Northfield Emergency Center,specialty_sharing
5,Riverside Mental Health Center,6,Global Health Clinic,specialty_sharing
6,Global Health Clinic,7,Hope Valley Hospital,medical_collaboration
7,Hope Valley Hospital,10,Providence Women's Hospital,medical_collaboration
