Agriculture and Food Production,Agricultural Company Trade Relationships
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Sunnydale Organic Farm,5,Whispering Pines Farmstead,farmers_cooperative
0,Sunnydale Organic Farm,7,Silver Creek Vineyard,market_linkage
0,Sunnydale Organic Farm,1,Willow Valley Ranch,crop_rotation
0,Sunnydale Organic Farm,4,Blueberry Hill Estate,crop_rotation
0,Sunnydale Organic Farm,2,Green Acre Orchards,farmers_cooperative
1,Willow Valley Ranch,2,Green Acre Orchards,farmers_cooperative
1,Willow Valley Ranch,4,Blueberry Hill Estate,crop_rotation
1,Willow Valley Ranch,5,Whispering Pines Farmstead,agro_supply_chain
1,Willow Valley Ranch,6,Sunrise Dairy Farm,agro_supply_chain
1,Willow Valley Ranch,3,Golden Fields Farm,processing_link
2,Green Acre Orchards,5,Whispering Pines Farmstead,farmers_cooperative
2,Green Acre Orchards,4,Blueberry Hill Estate,crop_rotation
2,Green Acre Orchards,7,Silver Creek Vineyard,market_linkage
2,Green Acre Orchards,3,Golden Fields Farm,farmers_cooperative
2,Green Acre Orchards,6,Sunrise Dairy Farm,crop_rotation
