Education and Academics,Global Academic Institutions Partnership Map
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Greenwood High School,5,Silverstream Science School,academic_advising
0,Greenwood High School,10,Harborview STEM School,student_exchange
0,Greenwood High School,2,Oakridge International Academy,funding_support
0,Greenwood High School,9,Meadowlark Middle School,research_collaboration
0,Greenwood High School,11,Trinity Language School,academic_advising
1,Starlight Elementary School,10,Harborview STEM School,student_exchange
1,Starlight Elementary School,2,Oakridge International Academy,funding_support
1,Starlight Elementary School,4,Hillcrest Technical School,funding_support
1,Starlight Elementary School,0,Greenwood High School,student_exchange
1,Starlight Elementary School,11,Trinity Language School,funding_support
2,Oakridge International Academy,10,Harborview STEM School,joint_program
2,Oakridge International Academy,5,Silverstream Science School,joint_program
2,Oakridge International Academy,7,Sunrise Montessori School,academic_advising
2,Oakridge International Academy,4,Hillcrest Technical School,research_collaboration
2,Oakridge International Academy,3,Riverside Public School,student_exchange
6,Beacon Arts Academy,7,Sunrise Montessori School,research_collaboration
8,Westfield Engineering School,3,Riverside Public School,academic_advising
