Science and Engineering,Collaborative Links Between Research Labs and Universities
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Global Policy Institute,7,Advanced Mathematics Institute,joint_lab
0,Global Policy Institute,9,Cultural Heritage Institute,tech_transfer
0,Global Policy Institute,8,Neuroscience Research Group,co_authorship
0,Global Policy Institute,1,Institute of Robotics and AI,tech_transfer
0,Global Policy Institute,6,Center for Data Ethics,co_authorship
1,Institute of Robotics and AI,6,Center for Data Ethics,tech_transfer
1,Institute of Robotics and AI,2,Climate Research Center,research_funding
1,Institute of Robotics and AI,4,Energy Innovation Lab,patent_sharing
1,Institute of Robotics and AI,7,Advanced Mathematics Institute,patent_sharing
1,Institute of Robotics and AI,9,Cultural Heritage Institute,patent_sharing
2,Climate Research Center,8,Neuroscience Research Group,co_authorship
2,Climate Research Center,0,Global Policy Institute,co_authorship
2,Climate Research Center,7,Advanced Mathematics Institute,research_funding
2,Climate Research Center,5,Ocean Studies Institute,tech_transfer
2,Climate Research Center,3,Biomedical Research Institute,patent_sharing
