Sports and Entertainment,Key Stakeholders in Global Sports Events
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Alpha Research Team,11,Sierra Survey Team,ticket_sharing
0,Alpha Research Team,10,Atlas Engineering Unit,league_affiliation
0,Alpha Research Team,2,Gamma Security Unit,venue_booking
0,Alpha Research Team,1,Beta Operations Group,match_schedule
0,Alpha Research Team,5,Zeta Strategy Panel,venue_booking
1,Beta Operations Group,10,Atlas Engineering Unit,venue_booking
1,Beta Operations Group,13,Draco Robotics Team,league_affiliation
1,Beta Operations Group,12,Nova Creative Taskforce,venue_booking
1,Beta Operations Group,5,Zeta Strategy Panel,broadcast_right
1,Beta Operations Group,4,Epsilon Design Team,ticket_sharing
2,Gamma Security Unit,3,Delta Innovation Crew,venue_booking
2,Gamma Security Unit,7,Phoenix Rescue Squad,match_schedule
2,Gamma Security Unit,8,Lynx Data Science Team,ticket_sharing
2,Gamma Security Unit,12,Nova Creative Taskforce,venue_booking
2,Gamma Security Unit,6,Omega Testing Division,league_affiliation
9,Falcon Deployment Crew,8,Lynx Data Science Team,ticket_sharing
