Tourism and Hospitality,Regional Tourist Flow Connections
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Paris Historical Spot,5,Bali Beach Resort,tour_route
0,Paris Historical Spot,3,Rome Ancient Ruins,tourism_package_link
0,Paris Historical Spot,8,Cairo Pyramid Zone,hotel_chain_membership
0,Paris Historical Spot,4,Santorini Scenic Viewpoint,hotel_chain_membership
0,Paris Historical Spot,9,Venice Canal District,tourism_package_link
1,Kyoto Temple Area,2,New York City Landmark,tourism_package_link
1,Kyoto Temple Area,8,Cairo Pyramid Zone,sightseeing_bus_connection
1,Kyoto Temple Area,3,Rome Ancient Ruins,tourism_package_link
1,Kyoto Temple Area,0,Paris Historical Spot,sightseeing_bus_connection
1,Kyoto Temple Area,7,London Royal Garden,shared_transport
2,New York City Landmark,6,Beijing Forbidden Site,tour_route
2,New York City Landmark,4,Santorini Scenic Viewpoint,hotel_chain_membership
2,New York City Landmark,5,Bali Beach Resort,sightseeing_bus_connection
2,New York City Landmark,9,Venice Canal District,tourism_package_link
2,New York City Landmark,7,London Royal Garden,tourism_package_link
