Healthcare and Health,Inter-Clinic Referral Relationships
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,St. Mary's General Hospital,9,Oceanview Cancer Institute,healthcare_network
0,St. Mary's General Hospital,3,Mercy Heart Institute,referral_path
0,St. Mary's General Hospital,12,Pinecrest Regional Hospital,specialty_sharing
0,St. Mary's General Hospital,2,Cityview Children's Hospital,healthcare_network
0,St. Mary's General Hospital,13,Summit Neurology Center,specialty_sharing
1,Evercare Medical Center,3,Mercy Heart Institute,patient_transfer
1,Evercare Medical Center,8,Northfield Emergency Center,healthcare_network
1,Evercare Medical Center,5,Riverside Mental Health Center,patient_transfer
1,Evercare Medical Center,12,Pinecrest Regional Hospital,healthcare_network
1,Evercare Medical Center,10,Providence Women's Hospital,specialty_sharing
2,Cityview Children's Hospital,1,Evercare Medical Center,patient_transfer
2,Cityview Children's Hospital,6,Global Health Clinic,patient_transfer
2,Cityview Children's Hospital,5,Riverside Mental Health Center,referral_path
2,Cityview Children's Hospital,12,Pinecrest Regional Hospital,medical_collaboration
2,Cityview Children's Hospital,7,Hope Valley Hospital,patient_transfer
4,Sunrise Rehabilitation Hospital,11,Trinity Orthopedic Hospital,referral_path
11,Trinity Orthopedic Hospital,5,Riverside Mental Health Center,referral_path
