Retail and E-commerce,E-Commerce Platform Interactions and Partnerships
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,UrbanMart Superstore,5,Sparkle Jewelry,payment_channel
0,UrbanMart Superstore,3,GreenBasket Grocery,logistics_flow
0,UrbanMart Superstore,9,OfficeDen Supplies,logistics_flow
0,UrbanMart Superstore,8,SmartBuy Hypermart,logistics_flow
0,UrbanMart Superstore,6,NextStep Shoe Center,supplier_buyer
1,FashionLane Boutique,3,GreenBasket Grocery,affiliate_link
1,FashionLane Boutique,6,NextStep Shoe Center,supplier_buyer
1,FashionLane Boutique,4,FurnitureCo Home Store,logistics_flow
1,FashionLane Boutique,0,UrbanMart Superstore,payment_channel
1,FashionLane Boutique,5,Sparkle Jewelry,supplier_buyer
2,TechHive Electronics,1,FashionLane Boutique,affiliate_link
2,TechHive Electronics,6,NextStep Shoe Center,logistics_flow
2,TechHive Electronics,9,OfficeDen Supplies,affiliate_link
2,TechHive Electronics,0,UrbanMart Superstore,logistics_flow
2,TechHive Electronics,5,Sparkle Jewelry,payment_channel
7,DailyStyle Apparel,3,GreenBasket Grocery,logistics_flow
