Tourism and Hospitality,Regional Tourist Flow Connections
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Paris Historical Spot,9,Venice Canal District,tour_route
0,Paris Historical Spot,4,Santorini Scenic Viewpoint,sightseeing_bus_connection
0,Paris Historical Spot,3,Rome Ancient Ruins,hotel_chain_membership
0,Paris Historical Spot,5,Bali Beach Resort,hotel_chain_membership
0,Paris Historical Spot,8,Cairo Pyramid Zone,tour_route
1,Kyoto Temple Area,4,Santorini Scenic Viewpoint,tour_route
1,Kyoto Temple Area,2,New York City Landmark,tourism_package_link
1,Kyoto Temple Area,8,Cairo Pyramid Zone,sightseeing_bus_connection
1,Kyoto Temple Area,5,Bali Beach Resort,tourism_package_link
1,Kyoto Temple Area,6,Beijing Forbidden Site,shared_transport
2,New York City Landmark,3,Rome Ancient Ruins,tourism_package_link
2,New York City Landmark,7,London Royal Garden,hotel_chain_membership
2,New York City Landmark,8,Cairo Pyramid Zone,tourism_package_link
2,New York City Landmark,9,Venice Canal District,tour_route
2,New York City Landmark,6,Beijing Forbidden Site,shared_transport
