Education and Academics,Global Academic Institutions Partnership Map
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Greenwood High School,1,Starlight Elementary School,joint_program
0,Greenwood High School,8,Westfield Engineering School,joint_program
0,Greenwood High School,4,Hillcrest Technical School,joint_program
0,Greenwood High School,2,Oakridge International Academy,funding_support
0,Greenwood High School,11,Trinity Language School,research_collaboration
1,Starlight Elementary School,7,Sunrise Montessori School,funding_support
1,Starlight Elementary School,11,Trinity Language School,funding_support
1,Starlight Elementary School,3,Riverside Public School,funding_support
1,Starlight Elementary School,9,Meadowlark Middle School,funding_support
1,Starlight Elementary School,10,Harborview STEM School,academic_advising
2,Oakridge International Academy,1,Starlight Elementary School,funding_support
2,Oakridge International Academy,3,Riverside Public School,joint_program
2,Oakridge International Academy,8,Westfield Engineering School,joint_program
2,Oakridge International Academy,7,Sunrise Montessori School,funding_support
2,Oakridge International Academy,9,Meadowlark Middle School,funding_support
5,Silverstream Science School,11,Trinity Language School,joint_program
6,Beacon Arts Academy,11,Trinity Language School,funding_support
