Social Media and Digital Media and Streaming,Cross-Platform Media Collaboration Map
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Anderson Premium Account,5,Crystal Loyalty Account,content_stream
0,Anderson Premium Account,4,Falcon Investment Profile,follower_link
0,Anderson Premium Account,7,UrbanTrend Member Account,follower_link
0,Anderson Premium Account,1,Sunrise Savings Account,follower_link
0,Anderson Premium Account,3,Evergreen Business Account,follower_link
1,Sunrise Savings Account,8,Velocity Pro Account,content_stream
1,Sunrise Savings Account,9,Harmony Subscription Profile,media_affiliation
1,Sunrise Savings Account,5,Crystal Loyalty Account,follower_link
1,Sunrise Savings Account,7,UrbanTrend Member Account,tag_mention
1,Sunrise Savings Account,2,Quantum Trading Profile,media_affiliation
2,Quantum Trading Profile,8,Velocity Pro Account,media_affiliation
2,Quantum Trading Profile,0,Anderson Premium Account,collab_post
2,Quantum Trading Profile,5,Crystal Loyalty Account,content_stream
2,Quantum Trading Profile,3,Evergreen Business Account,tag_mention
2,Quantum Trading Profile,7,UrbanTrend Member Account,tag_mention
