Science and Engineering,Collaborative Links Between Research Labs and Universities
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Global Policy Institute,1,Institute of Robotics and AI,joint_lab
0,Global Policy Institute,5,Ocean Studies Institute,patent_sharing
0,Global Policy Institute,7,Advanced Mathematics Institute,patent_sharing
0,Global Policy Institute,4,Energy Innovation Lab,tech_transfer
0,Global Policy Institute,9,Cultural Heritage Institute,joint_lab
1,Institute of Robotics and AI,3,Biomedical Research Institute,research_funding
1,Institute of Robotics and AI,9,Cultural Heritage Institute,patent_sharing
1,Institute of Robotics and AI,2,Climate Research Center,tech_transfer
1,Institute of Robotics and AI,6,Center for Data Ethics,research_funding
1,Institute of Robotics and AI,7,Advanced Mathematics Institute,joint_lab
2,Climate Research Center,7,Advanced Mathematics Institute,patent_sharing
2,Climate Research Center,4,Energy Innovation Lab,research_funding
2,Climate Research Center,3,Biomedical Research Institute,co_authorship
2,Climate Research Center,9,Cultural Heritage Institute,research_funding
2,Climate Research Center,0,Global Policy Institute,co_authorship
8,Neuroscience Research Group,9,Cultural Heritage Institute,research_funding
