Education and Academics,Global Academic Institutions Partnership Map
Source Node Index,Source Node Name,Target Node Index,Target Node Name,Relation Type
0,Greenwood High School,3,Riverside Public School,joint_program
0,Greenwood High School,8,Westfield Engineering School,academic_advising
0,Greenwood High School,9,Meadowlark Middle School,student_exchange
0,Greenwood High School,4,Hillcrest Technical School,funding_support
0,Greenwood High School,7,Sunrise Montessori School,research_collaboration
1,Starlight Elementary School,3,Riverside Public School,student_exchange
1,Starlight Elementary School,2,Oakridge International Academy,joint_program
1,Starlight Elementary School,11,Trinity Language School,joint_program
1,Starlight Elementary School,4,Hillcrest Technical School,student_exchange
1,Starlight Elementary School,0,Greenwood High School,joint_program
2,Oakridge International Academy,7,Sunrise Montessori School,joint_program
2,Oakridge International Academy,6,Beacon Arts Academy,student_exchange
2,Oakridge International Academy,5,Silverstream Science School,research_collaboration
2,Oakridge International Academy,3,Riverside Public School,academic_advising
2,Oakridge International Academy,4,Hillcrest Technical School,student_exchange
10,Harborview STEM School,11,Trinity Language School,joint_program
