Human Resources and Employee Management,Employee Turnover Rate,%
Healthcare,Retail,Manufacturing,Tech Industry,Hospitality
Periodic fluctuation,Periodic fluctuation,Single Peak Distribution,Single Peak Distribution,Single Peak Distribution
21.297436512472455,24.089473676993673,5.713601861990181,9.84829195384916,5.068330002461558
36.84552596509044,34.231378371915405,6.766322283592778,7.3116396090839375,0.7526584021666689
43.52443546023812,39.43340059049437,8.76118976883612,11.229209780593713,3.8963967955614653
50.0,44.12732152622949,3.7249755257951085,11.10073668501611,5.021448382953345
47.482567923542646,45.37127060405265,4.17201098357624,3.8044388005286396,4.858126399824679
45.55167152423363,48.11120921288825,1.3985333672832414,9.135034746796988,6.388511421599154
35.51209186704921,41.880450680957544,1.7219356549822775,11.713800884883534,4.514481263687848
25.287441557102802,31.27246277098965,9.301338771497031,6.4851131682904075,3.1009379096320417
14.9030070220805,24.185590836515743,5.158487858589031,6.968644678119823,3.6921112640038842
7.128521951467172,11.498696647709263,5.4875506882301375,8.41681862978367,4.007271608209043
2.9282720106098385,7.09038549619229,0.0,9.210142814217793,5.253247300912123
0.2167999639609477,0.0,1.052632857030427,4.409833503017907,2.067877754581483
9.48671204525908,4.537968413536602,0.4214749312769218,7.825482468520183,3.249602821167997
17.086131775810475,2.1210727529750932,3.6746310414811285,6.681024434580809,8.53185293208037
27.82083527399548,10.486445624599865,9.161432813475878,8.940990268814204,2.923856143941152
37.43183551479683,18.78468160466838,4.15116255831258,11.227912461938084,7.918090128468408
45.11854537746249,29.05479051690521,10.861186800053545,11.544364947557538,9.223192202055289
49.145734252528314,36.74483163433828,12.1810596224492,14.52140270552442,14.29905231780226
46.53721437761364,43.243909849623265,16.629391184093826,23.030742351124402,15.548934718703023
39.27509534458015,47.768027901417746,21.7986404815037,25.008260531999277,24.380113724676693
30.475412937820757,44.36387884583379,28.233103036722685,31.13683385433329,27.748018590351613
20.08433354203019,46.79865326274084,32.57906455345404,38.7732598593722,34.41526118006726
12.247210952410665,39.33583025552239,41.31558871190198,48.40691623720216,45.68975800625019
4.3870614771562515,32.41442212107742,39.92066811683103,48.24593428062739,40.98923542022541
0.0,24.64182177049235,47.167791111348414,50.0,50.0
0.6160926682079684,15.13132163186485,46.81412772608875,48.83210299614603,48.805893146384946
7.995736069674932,7.290636130401191,50.0,48.60497542488375,46.682074415472584
20.709111690211092,0.987204116847084,40.138556543018915,48.216333897432214,40.97508504300735
30.655229939719913,3.3783501932048052,32.84507301782777,39.713273491728685,31.29995848996345
39.00488701199171,4.228993651573843,28.652204859916086,28.60667716922468,28.453654213109132
45.58872581432778,8.977176780774963,19.83617310962028,26.04660775810802,22.334768875338224
47.860344477806954,15.642822198131478,15.98566370426178,16.830070606145362,11.951292309540348
44.25552130241622,25.944547469400163,13.79327567570829,15.78819142589417,8.761254455490121
36.93185982698715,35.2051701373557,10.433351869227675,12.339244076565077,8.112217515649995
27.36683265754249,40.400649354555526,6.59694299402586,7.832317822099913,5.796551399668501
17.777860665384992,47.526692844452874,2.636573088220768,10.596766640694957,7.75498589109192
8.842510901365731,50.0,6.622806162869212,8.622001390010332,2.036920205338732
4.264337556487781,46.20026199524281,3.9969813306689583,7.6268620523867705,6.721095677084624
1.551812892175606,37.36010638715609,6.241332263699571,6.495200694662269,1.572934310942803
8.292723740552658,34.10577477258051,6.612460400392671,10.8906085015386,5.9491521619385725
14.029168694465612,19.92856410698705,6.651346728100009,3.837684563022096,5.368213526076717
23.201600912221146,14.518226842420384,5.718785622160682,5.888756265975069,6.291886549261394
36.20432496991968,5.279905382148533,1.363696647569552,7.0100861860536305,0.0
46.18747565538091,5.75656386710413,7.25038315268632,7.536425803319546,4.997076302843634
49.21014254821438,1.15208200765613,1.8238483207652745,3.7748772726999182,3.873988953522006
46.04238993286738,2.0287422020681047,5.736439375806735,7.01461687898905,1.9243753172417672
44.90523629053419,9.069554248986023,8.44267876163657,7.871469373878134,5.3649697549759745
36.74693983337155,19.13132823554042,2.3360683696680056,0.0,7.107868969847909
24.56498015403725,30.26420879192726,4.970749789880861,5.7293603201838375,6.493904075634706
13.021356060979313,41.26081565599245,4.701353774856909,5.620619774482753,1.578942701039453
