Social Media and Digital Media and Streaming,Social Media Usage Time,hours/day
Periodic fluctuation,Periodic fluctuation,Random fluctuation
Chirper,ViewTube,FaceLink
5.219627688354541,4.747722017381685,8.1228853046349
7.702282262107368,8.387572387769652,6.000407587583865
9.051595481801206,9.489112613385105,6.689471060606444
9.964691445491724,9.84448980218594,7.929671727116311
8.860384821586784,8.746967507777184,8.76596494568828
6.673324978147232,6.6127478078143,8.845489143171045
4.221242410577586,3.097222463257579,9.000048385477475
1.5124920990781168,0.9552250021126043,8.524613296281972
0.0,0.6398943892370468,8.05702371889251
0.9091705839905012,1.4666068486788646,9.648219322624353
2.1363839837120837,4.379613120050417,9.546987940167664
4.670465221890935,6.526458880565426,8.796941319327917
7.020940984760112,9.036579537320147,8.195414778918385
9.586828173237171,9.859598481536633,9.410712366032753
8.727003381632873,9.312895037890204,10.0
8.277718649940129,7.267438690267106,8.936981667573269
6.164234220485996,4.162304514049931,8.26145718755502
3.9484867805320167,1.9258781383167616,9.024131667734412
1.9961249773928758,1.038836589253436,7.913951465874542
0.06799618698122949,0.07062825232622588,7.0636337299398075
0.1940084235927786,2.4564991595397614,4.898081384212508
2.7796486057174032,4.631900021458102,4.040110574439967
4.672320107106444,7.370534404958864,4.000613706270003
7.357928109367111,9.602929810161424,2.186265498129634
9.303338340024375,10.0,4.5223897298887294
9.71357989463846,8.37912060424062,4.200186595060034
8.976758402637316,5.936853603015234,3.0127362658406427
7.254050718400346,3.19010816532669,2.6745350979941658
3.4646101384354147,0.6041647723545738,2.8598354846375758
1.9662668800088192,0.27811752739332846,3.0304498842331644
0.679062187612708,1.3013546186227782,3.441577343654809
0.5290848385345264,3.666547040653712,3.519598932749008
1.5687374943888786,6.244651285446297,2.6624774362877264
4.634251321148775,8.3669759286562,2.1627990297674478
6.6128904012004295,9.925576669462016,0.12393110830063643
8.766964059913352,9.174967262457967,0.0
10.0,7.578374989059368,1.580320849827387
8.667793103280236,4.845250722722534,1.3426827328586874
6.800322363494012,2.1341007001520014,1.6165847206926491
5.615275534759709,0.0,2.8237648560979958
1.9618999157107635,0.34053750897146845,4.01101527434707
1.1293737965406163,2.146425316267117,6.047362148890477
0.0075913509311184785,4.223847160381677,5.857780102377037
1.8867180741216711,7.393667788578622,5.1150388367306086
4.626897809286173,9.706597279249326,5.284637545942397
7.360651964115811,9.993100639805098,5.891533142492359
9.271309999673964,8.60799709068829,3.6054093063343293
9.579305139682045,6.1091069351839575,4.34063303299993
9.422579723651715,2.9304809221592176,4.349080138806668
7.141486212641998,1.0610318388694258,5.489854140968674
