Education and Academics,Academic Performance,score
STEM Subjects,Arts,Language Courses,Physical Education,Humanities
Periodic fluctuation,Single Peak Distribution,Random fluctuation,Random fluctuation,Random fluctuation
48.090768912529,6.483383317170841,41.90702117312288,0.0,31.39797067823704
73.3684124407544,15.653110880936813,59.46284964992896,1.588843515831151,12.300836821530707
92.27114362004266,5.1850647116252775,60.17685205070384,24.56288097763671,10.507181592068461
98.74898455322484,6.54848653155672,74.64990602497626,35.228426878180045,8.624592516407967
92.65930642762737,5.109673228066689,85.61312905588281,24.608996377338844,0.0
61.41183281624086,11.769901366485238,91.55373612062932,43.64054555350189,4.721996486674366
34.854213683032334,16.826574430738656,78.03261939630188,32.27488094718412,4.058742474116207
12.663005956856107,5.5373159348206356,77.361481139103,15.382341332141575,0.8408537989519037
2.7668865934066944,12.895704751084699,60.67957530623161,40.87839094479552,4.153252610661857
8.323230438675582,13.556268762069465,66.9638952797327,52.895485333287915,2.691115683288143
21.745585436335695,12.975088766935597,79.95476949664764,63.205972999016794,9.75598139336886
55.3525155099587,17.56610614366884,68.88753192089024,74.18426797026258,8.977070250118999
75.67278089063083,16.161361293943372,53.17972695052517,78.01893095785097,18.42791637073624
94.5863437903728,5.769334852423573,42.86388508998095,62.91516430837025,9.081882135863765
90.02830954334546,11.462014371183356,33.908422621275434,52.72945714458951,1.1483424729979426
79.17703446133478,17.507986794084047,26.91531320990361,43.46303797923083,5.462056117725258
63.87581239026397,30.783733267981095,52.71238397392446,34.83098682449768,8.408887505792627
38.35504324609475,20.144901400194453,69.40154642563189,34.0884769014091,27.754990262876543
11.611352881264766,47.431367463694,92.37408960846942,54.0547591765692,16.731944414590494
6.744433273018469,46.763554262155616,90.81894306367589,54.810960387773235,20.077662311954068
5.439351798147214,59.4034507713182,79.63366758494513,74.70645843960537,32.089123610184636
23.891385919164772,83.17373521038974,89.08910221871893,75.0292506569235,31.432910714552946
46.373382969056806,91.06474240582784,75.89620735856059,53.9237738984562,40.6192695806089
70.17529142783759,98.75946504579366,47.02675154179412,53.602619441069464,22.814970758249466
98.75025000811924,97.37429401709312,45.10647473065723,51.20257176272849,17.41675440334418
98.72993508029822,98.44110864543181,28.578808158040065,38.8218206579218,15.500782681688
81.73035812772201,100.0,48.213610355521695,44.803234310866195,15.454717286127925
64.17375406809877,93.3903078315381,31.740663977043603,32.64372959673544,4.217613421848038
33.06802733537751,77.24849144180823,42.82446622997309,47.52529702177506,18.923495393844405
15.720978469465757,69.3145908787734,23.823994206278105,38.17868599221196,9.320319286060071
0.12932169262575174,40.85319583579593,38.32033669158875,55.77355164494501,19.22968348429535
6.988930895870317,27.973737173401602,32.043619185446936,35.58508616246654,26.893862775596922
24.911145596067087,24.82988536184955,18.546931471898382,44.99190477786904,39.135747588685554
50.328170646232316,23.79735444922878,22.599560017636776,45.717642265857684,43.553387146414515
73.60044182561593,11.334960853708631,8.635502561005739,62.74505586903499,50.45009050121054
95.05115196562566,14.690579911870378,0.0,77.04861761732434,63.80530821751389
100.0,14.078402363336382,17.3201784324957,76.54495534325756,70.42310165965378
87.2464886742841,11.290679699663162,22.46184160378021,85.02628712813865,80.26076518584445
70.31850686713425,7.146256910532005,48.446157407551,99.33268844406585,83.1050913181861
38.63900536187003,5.039248208671006,58.679734080330945,100.0,68.20869620567228
15.90817743813825,0.3128306001344663,84.25704377924211,92.64466366856658,68.5583288688941
0.0,10.215744452913874,100.0,88.82198572971916,59.707927739542185
0.5331485421594148,4.751356898153824,84.81780404341438,58.71530818343782,58.108186786530126
31.755979435023406,0.0,98.69214967545791,77.00466530629896,67.24243141871922
49.52125439667838,16.353223268481756,94.75670321994592,80.83066374871271,71.4001547192131
73.073660037745,13.723807746121896,82.84698565123497,86.85738031940718,79.31961813255357
87.03508675999714,8.932218223522504,70.18425675797697,78.2599544765456,90.07211871449599
96.8304376248073,5.189052494899706,75.08022046482526,75.51100369441215,92.06586566021244
91.12804110753162,11.46436857314196,52.01710007100399,63.11944958533131,96.27253232176523
63.83321192275127,5.31865985507163,24.513135421740653,71.18836718918163,100.0
