Energy and Utilities,the Distribution of Energy and Utilities,9x10,random
Coal,Consumption,0.04
Distribution,Consumption,0.25
Electricity,Consumption,0.2
Exploration,Consumption,0.18
Gas,Consumption,0.59
Nuclear,Consumption,0.82
Renewables,Consumption,0.03
Waste Management,Consumption,0.76
Water,Consumption,0.38
Coal,Efficiency,0.05
Distribution,Efficiency,0.94
Electricity,Efficiency,0.09
Exploration,Efficiency,0.6
Gas,Efficiency,0.81
Nuclear,Efficiency,1.0
Renewables,Efficiency,0.75
Waste Management,Efficiency,0.99
Water,Efficiency,0.54
Coal,Emissions,0.41
Distribution,Emissions,0.93
Electricity,Emissions,0.16
Exploration,Emissions,0.06
Gas,Emissions,0.82
Nuclear,Emissions,0.01
Renewables,Emissions,0.82
Waste Management,Emissions,0.07
Water,Emissions,0.19
Coal,Infrastructure,0.67
Distribution,Infrastructure,0.95
Electricity,Infrastructure,0.5
Exploration,Infrastructure,0.85
Gas,Infrastructure,0.07
Nuclear,Infrastructure,0.33
Renewables,Infrastructure,0.35
Waste Management,Infrastructure,0.22
Water,Infrastructure,0.23
Coal,Investment,0.49
Distribution,Investment,0.96
Electricity,Investment,0.36
Exploration,Investment,0.79
Gas,Investment,0.88
Nuclear,Investment,0.1
Renewables,Investment,0.02
Waste Management,Investment,0.01
Water,Investment,0.18
Coal,Policy,0.22
Distribution,Policy,0.55
Electricity,Policy,0.66
Exploration,Policy,0.76
Gas,Policy,0.57
Nuclear,Policy,0.5
Renewables,Policy,0.16
Waste Management,Policy,0.87
Water,Policy,0.83
Coal,Prices,0.12
Distribution,Prices,0.61
Electricity,Prices,0.54
Exploration,Prices,0.88
Gas,Prices,0.8
Nuclear,Prices,0.73
Renewables,Prices,0.9
Waste Management,Prices,0.44
Water,Prices,0.17
Coal,Production,0.48
Distribution,Production,0.47
Electricity,Production,0.61
Exploration,Production,0.04
Gas,Production,0.07
Nuclear,Production,0.63
Renewables,Production,0.71
Waste Management,Production,0.04
Water,Production,0.03
Coal,Storage,0.14
Distribution,Storage,0.13
Electricity,Storage,0.7
Exploration,Storage,0.11
Gas,Storage,0.1
Nuclear,Storage,0.75
Renewables,Storage,0.61
Waste Management,Storage,0.29
Water,Storage,0.76
Coal,Technology,0.37
Distribution,Technology,0.36
Electricity,Technology,0.68
Exploration,Technology,0.69
Gas,Technology,0.83
Nuclear,Technology,0.92
Renewables,Technology,0.32
Waste Management,Technology,0.32
Water,Technology,0.07
