Business and Finance,the Factors of Business and Finance,8x8,vertical_gradient
Auditing,Assets,0.68
Capital Markets,Assets,0.71
Consulting,Assets,0.71
Financial Tech,Assets,0.71
Investments,Assets,0.68
Real Estate,Assets,0.67
Risk Management,Assets,0.73
Tax,Assets,0.7
Auditing,Equity,0.56
Capital Markets,Equity,0.55
Consulting,Equity,0.52
Financial Tech,Equity,0.54
Investments,Equity,0.56
Real Estate,Equity,0.54
Risk Management,Equity,0.55
Tax,Equity,0.53
Auditing,Growth,0.44
Capital Markets,Growth,0.41
Consulting,Growth,0.37
Financial Tech,Growth,0.45
Investments,Growth,0.41
Real Estate,Growth,0.45
Risk Management,Growth,0.4
Tax,Growth,0.4
Auditing,Liabilities,0.31
Capital Markets,Liabilities,0.34
Consulting,Liabilities,0.33
Financial Tech,Liabilities,0.29
Investments,Liabilities,0.31
Real Estate,Liabilities,0.28
Risk Management,Liabilities,0.34
Tax,Liabilities,0.3
Auditing,Liquidity,0.21
Capital Markets,Liquidity,0.24
Consulting,Liquidity,0.24
Financial Tech,Liquidity,0.22
Investments,Liquidity,0.24
Real Estate,Liquidity,0.24
Risk Management,Liquidity,0.23
Tax,Liquidity,0.23
Auditing,Market Share,0.18
Capital Markets,Market Share,0.14
Consulting,Market Share,0.19
Financial Tech,Market Share,0.15
Investments,Market Share,0.15
Real Estate,Market Share,0.16
Risk Management,Market Share,0.2
Tax,Market Share,0.19
Auditing,Profit,0.11
Capital Markets,Profit,0.13
Consulting,Profit,0.14
Financial Tech,Profit,0.1
Investments,Profit,0.14
Real Estate,Profit,0.14
Risk Management,Profit,0.14
Tax,Profit,0.12
Auditing,Valuation,0.08
Capital Markets,Valuation,0.14
Consulting,Valuation,0.12
Financial Tech,Valuation,0.13
Investments,Valuation,0.08
Real Estate,Valuation,0.15
Risk Management,Valuation,0.12
Tax,Valuation,0.14
