Retail and E-commerce,the Distribution of Retail and E-commerce,8x9,vertical_gradient
Apparel,Brick&Mortar,0.26
Beauty,Brick&Mortar,0.28
Books,Brick&Mortar,0.3
Electronics,Brick&Mortar,0.29
Furniture,Brick&Mortar,0.27
Groceries,Brick&Mortar,0.28
Home Goods,Brick&Mortar,0.3
Jewelry,Brick&Mortar,0.28
Apparel,Customer Service,0.27
Beauty,Customer Service,0.28
Books,Customer Service,0.26
Electronics,Customer Service,0.28
Furniture,Customer Service,0.3
Groceries,Customer Service,0.27
Home Goods,Customer Service,0.33
Jewelry,Customer Service,0.27
Apparel,Inventory,0.34
Beauty,Inventory,0.3
Books,Inventory,0.33
Electronics,Inventory,0.33
Furniture,Inventory,0.3
Groceries,Inventory,0.35
Home Goods,Inventory,0.32
Jewelry,Inventory,0.32
Apparel,Logistics,0.4
Beauty,Logistics,0.38
Books,Logistics,0.4
Electronics,Logistics,0.41
Furniture,Logistics,0.4
Groceries,Logistics,0.38
Home Goods,Logistics,0.42
Jewelry,Logistics,0.38
Apparel,Marketing,0.55
Beauty,Marketing,0.57
Books,Marketing,0.56
Electronics,Marketing,0.55
Furniture,Marketing,0.53
Groceries,Marketing,0.55
Home Goods,Marketing,0.55
Jewelry,Marketing,0.58
Apparel,Marketplace,0.71
Beauty,Marketplace,0.7
Books,Marketplace,0.69
Electronics,Marketplace,0.69
Furniture,Marketplace,0.72
Groceries,Marketplace,0.72
Home Goods,Marketplace,0.7
Jewelry,Marketplace,0.7
Apparel,Omnichannel,0.78
Beauty,Omnichannel,0.77
Books,Omnichannel,0.79
Electronics,Omnichannel,0.77
Furniture,Omnichannel,0.75
Groceries,Omnichannel,0.78
Home Goods,Omnichannel,0.77
Jewelry,Omnichannel,0.78
Apparel,Online,0.8
Beauty,Online,0.81
Books,Online,0.81
Electronics,Online,0.86
Furniture,Online,0.81
Groceries,Online,0.78
Home Goods,Online,0.82
Jewelry,Online,0.8
Apparel,Sales,0.87
Beauty,Sales,0.78
Books,Sales,0.82
Electronics,Sales,0.8
Furniture,Sales,0.84
Groceries,Sales,0.82
Home Goods,Sales,0.81
Jewelry,Sales,0.83
