Sports and Entertainment,the Overview of Sports and Entertainment,10x10,central_cluster
Basketball,Attendance,0.96
Events,Attendance,0.95
Gaming,Attendance,0.89
Media Rights,Attendance,0.79
Movies,Attendance,0.69
Music,Attendance,0.55
Publishing,Attendance,0.49
Streaming,Attendance,0.41
Tennis,Attendance,0.32
Theater,Attendance,0.27
Basketball,Fan Engagement,0.94
Events,Fan Engagement,0.92
Gaming,Fan Engagement,0.85
Media Rights,Fan Engagement,0.74
Movies,Fan Engagement,0.65
Music,Fan Engagement,0.51
Publishing,Fan Engagement,0.42
Streaming,Fan Engagement,0.41
Tennis,Fan Engagement,0.34
Theater,Fan Engagement,0.25
Basketball,Merchandise,0.83
Events,Merchandise,0.8
Gaming,Merchandise,0.77
Media Rights,Merchandise,0.7
Movies,Merchandise,0.59
Music,Merchandise,0.51
Publishing,Merchandise,0.38
Streaming,Merchandise,0.37
Tennis,Merchandise,0.31
Theater,Merchandise,0.28
Basketball,Ratings,0.78
Events,Ratings,0.71
Gaming,Ratings,0.65
Media Rights,Ratings,0.64
Movies,Ratings,0.53
Music,Ratings,0.49
Publishing,Ratings,0.36
Streaming,Ratings,0.32
Tennis,Ratings,0.25
Theater,Ratings,0.23
Basketball,Revenue,0.64
Events,Revenue,0.59
Gaming,Revenue,0.63
Media Rights,Revenue,0.51
Movies,Revenue,0.43
Music,Revenue,0.45
Publishing,Revenue,0.36
Streaming,Revenue,0.26
Tennis,Revenue,0.25
Theater,Revenue,0.19
Basketball,Royalties,0.54
Events,Royalties,0.52
Gaming,Royalties,0.48
Media Rights,Royalties,0.48
Movies,Royalties,0.36
Music,Royalties,0.35
Publishing,Royalties,0.27
Streaming,Royalties,0.26
Tennis,Royalties,0.22
Theater,Royalties,0.21
Basketball,Social Media,0.44
Events,Social Media,0.43
Gaming,Social Media,0.4
Media Rights,Social Media,0.37
Movies,Social Media,0.37
Music,Social Media,0.31
Publishing,Social Media,0.27
Streaming,Social Media,0.22
Tennis,Social Media,0.22
Theater,Social Media,0.16
Basketball,Sponsorship,0.38
Events,Sponsorship,0.35
Gaming,Sponsorship,0.36
Media Rights,Sponsorship,0.27
Movies,Sponsorship,0.31
Music,Sponsorship,0.25
Publishing,Sponsorship,0.21
Streaming,Sponsorship,0.18
Tennis,Sponsorship,0.2
Theater,Sponsorship,0.18
Basketball,Streaming Hours,0.26
Events,Streaming Hours,0.25
Gaming,Streaming Hours,0.28
Media Rights,Streaming Hours,0.26
Movies,Streaming Hours,0.24
Music,Streaming Hours,0.21
Publishing,Streaming Hours,0.18
Streaming,Streaming Hours,0.19
Tennis,Streaming Hours,0.15
Theater,Streaming Hours,0.19
Basketball,Ticket Sales,0.19
Events,Ticket Sales,0.26
Gaming,Ticket Sales,0.23
Media Rights,Ticket Sales,0.22
Movies,Ticket Sales,0.22
Music,Ticket Sales,0.22
Publishing,Ticket Sales,0.14
Streaming,Ticket Sales,0.15
Tennis,Ticket Sales,0.15
Theater,Ticket Sales,0.14
