Science and Engineering,the Trends of Science and Engineering,8x8,central_cluster
Biomedical,Collaboration,0.24
Civil,Collaboration,0.24
Computer,Collaboration,0.22
Data,Collaboration,0.18
Environmental,Collaboration,0.23
Materials,Collaboration,0.21
Mechanical,Collaboration,0.2
Software,Collaboration,0.22
Biomedical,Development,0.23
Civil,Development,0.23
Computer,Development,0.21
Data,Development,0.26
Environmental,Development,0.23
Materials,Development,0.26
Mechanical,Development,0.26
Software,Development,0.24
Biomedical,Funding,0.25
Civil,Funding,0.28
Computer,Funding,0.3
Data,Funding,0.32
Environmental,Funding,0.26
Materials,Funding,0.31
Mechanical,Funding,0.34
Software,Funding,0.28
Biomedical,Implementation,0.27
Civil,Implementation,0.28
Computer,Implementation,0.35
Data,Implementation,0.35
Environmental,Implementation,0.35
Materials,Implementation,0.41
Mechanical,Implementation,0.42
Software,Implementation,0.39
Biomedical,Patents,0.3
Civil,Patents,0.36
Computer,Patents,0.4
Data,Patents,0.45
Environmental,Patents,0.49
Materials,Patents,0.5
Mechanical,Patents,0.49
Software,Patents,0.51
Biomedical,Publications,0.32
Civil,Publications,0.36
Computer,Publications,0.49
Data,Publications,0.53
Environmental,Publications,0.58
Materials,Publications,0.62
Mechanical,Publications,0.62
Software,Publications,0.59
Biomedical,Research,0.37
Civil,Research,0.47
Computer,Research,0.53
Data,Research,0.61
Environmental,Research,0.71
Materials,Research,0.77
Mechanical,Research,0.7
Software,Research,0.73
Biomedical,Testing,0.37
Civil,Testing,0.49
Computer,Testing,0.62
Data,Testing,0.71
Environmental,Testing,0.83
Materials,Testing,0.82
Mechanical,Testing,0.84
Software,Testing,0.76
