Retail and E-commerce,the Analysis of Retail and E-commerce,10x9,random
Beauty,Brick&Mortar,0.55
Books,Brick&Mortar,0.61
Electronics,Brick&Mortar,0.05
Furniture,Brick&Mortar,0.66
Groceries,Brick&Mortar,0.38
Home Goods,Brick&Mortar,0.31
Jewelry,Brick&Mortar,0.27
Pet Supplies,Brick&Mortar,0.18
Sports,Brick&Mortar,0.34
Toys,Brick&Mortar,0.18
Beauty,Customer Service,0.67
Books,Customer Service,0.43
Electronics,Customer Service,0.7
Furniture,Customer Service,0.09
Groceries,Customer Service,0.94
Home Goods,Customer Service,0.39
Jewelry,Customer Service,0.97
Pet Supplies,Customer Service,0.58
Sports,Customer Service,0.77
Toys,Customer Service,0.27
Beauty,DTC,0.01
Books,DTC,0.64
Electronics,DTC,0.61
Furniture,DTC,0.06
Groceries,DTC,0.88
Home Goods,DTC,0.59
Jewelry,DTC,0.05
Pet Supplies,DTC,0.31
Sports,DTC,0.22
Toys,DTC,0.17
Beauty,Logistics,0.24
Books,Logistics,0.05
Electronics,Logistics,0.58
Furniture,Logistics,0.61
Groceries,Logistics,0.93
Home Goods,Logistics,0.98
Jewelry,Logistics,0.08
Pet Supplies,Logistics,0.69
Sports,Logistics,0.5
Toys,Logistics,0.19
Beauty,Marketing,0.55
Books,Marketing,0.16
Electronics,Marketing,0.19
Furniture,Marketing,0.89
Groceries,Marketing,0.03
Home Goods,Marketing,0.27
Jewelry,Marketing,0.9
Pet Supplies,Marketing,0.26
Sports,Marketing,0.31
Toys,Marketing,0.91
Beauty,Marketplace,0.85
Books,Marketplace,0.77
Electronics,Marketplace,0.24
Furniture,Marketplace,0.56
Groceries,Marketplace,0.76
Home Goods,Marketplace,0.43
Jewelry,Marketplace,0.75
Pet Supplies,Marketplace,0.59
Sports,Marketplace,0.03
Toys,Marketplace,0.66
Beauty,Omnichannel,0.68
Books,Omnichannel,0.92
Electronics,Omnichannel,0.91
Furniture,Omnichannel,0.7
Groceries,Omnichannel,0.42
Home Goods,Omnichannel,0.12
Jewelry,Omnichannel,0.96
Pet Supplies,Omnichannel,0.87
Sports,Omnichannel,0.87
Toys,Omnichannel,0.59
Beauty,Online,0.03
Books,Online,0.34
Electronics,Online,0.5
Furniture,Online,0.95
Groceries,Online,0.06
Home Goods,Online,0.38
Jewelry,Online,0.6
Pet Supplies,Online,0.05
Sports,Online,0.97
Toys,Online,0.67
Beauty,Subscription,0.61
Books,Subscription,0.97
Electronics,Subscription,0.98
Furniture,Subscription,0.54
Groceries,Subscription,0.39
Home Goods,Subscription,0.4
Jewelry,Subscription,0.55
Pet Supplies,Subscription,0.81
Sports,Subscription,0.02
Toys,Subscription,0.4
