Human Resources and Employee Management,the Index of Human Resources and Employee Management,7x7,radial_gradient
Benefits,Absenteeism,0.86
Compensation,Absenteeism,0.83
Diversity & Inclusion,Absenteeism,0.8
Employee Relations,Absenteeism,0.76
HR Tech,Absenteeism,0.8
Recruitment,Absenteeism,0.8
Training,Absenteeism,0.82
Benefits,Culture,0.81
Compensation,Culture,0.77
Diversity & Inclusion,Culture,0.73
Employee Relations,Culture,0.73
HR Tech,Culture,0.73
Recruitment,Culture,0.79
Training,Culture,0.76
Benefits,Engagement,0.72
Compensation,Engagement,0.7
Diversity & Inclusion,Engagement,0.66
Employee Relations,Engagement,0.63
HR Tech,Engagement,0.61
Recruitment,Engagement,0.67
Training,Engagement,0.68
Benefits,Productivity,0.64
Compensation,Productivity,0.61
Diversity & Inclusion,Productivity,0.52
Employee Relations,Productivity,0.55
HR Tech,Productivity,0.51
Recruitment,Productivity,0.55
Training,Productivity,0.61
Benefits,Satisfaction,0.58
Compensation,Satisfaction,0.51
Diversity & Inclusion,Satisfaction,0.52
Employee Relations,Satisfaction,0.49
HR Tech,Satisfaction,0.44
Recruitment,Satisfaction,0.52
Training,Satisfaction,0.53
Benefits,Skills Gap,0.53
Compensation,Skills Gap,0.51
Diversity & Inclusion,Skills Gap,0.41
Employee Relations,Skills Gap,0.37
HR Tech,Skills Gap,0.39
Recruitment,Skills Gap,0.42
Training,Skills Gap,0.46
Benefits,Wellbeing,0.47
Compensation,Wellbeing,0.41
Diversity & Inclusion,Wellbeing,0.31
Employee Relations,Wellbeing,0.32
HR Tech,Wellbeing,0.27
Recruitment,Wellbeing,0.31
Training,Wellbeing,0.39
