Human Resources and Employee Management,the Distribution of Human Resources and Employee Management,8x7,random
Benefits,Absenteeism,0.08
Compensation,Absenteeism,0.76
Compliance,Absenteeism,0.51
Performance,Absenteeism,0.23
Recruitment,Absenteeism,0.95
Retention,Absenteeism,0.56
Training,Absenteeism,0.0
Workplace Safety,Absenteeism,0.16
Benefits,Diversity,0.05
Compensation,Diversity,0.72
Compliance,Diversity,0.64
Performance,Diversity,0.9
Recruitment,Diversity,0.43
Retention,Diversity,0.99
Training,Diversity,0.67
Workplace Safety,Diversity,0.12
Benefits,Engagement,0.55
Compensation,Engagement,0.01
Compliance,Engagement,0.29
Performance,Engagement,0.24
Recruitment,Engagement,0.29
Retention,Engagement,0.26
Training,Engagement,0.05
Workplace Safety,Engagement,0.98
Benefits,Productivity,0.97
Compensation,Productivity,0.39
Compliance,Productivity,0.74
Performance,Productivity,0.61
Recruitment,Productivity,0.58
Retention,Productivity,0.95
Training,Productivity,0.78
Workplace Safety,Productivity,0.47
Benefits,Satisfaction,0.71
Compensation,Satisfaction,0.7
Compliance,Satisfaction,0.76
Performance,Satisfaction,0.49
Recruitment,Satisfaction,0.51
Retention,Satisfaction,0.13
Training,Satisfaction,0.91
Workplace Safety,Satisfaction,0.6
Benefits,Skills Gap,0.37
Compensation,Skills Gap,0.72
Compliance,Skills Gap,0.96
Performance,Skills Gap,0.42
Recruitment,Skills Gap,0.96
Retention,Skills Gap,0.25
Training,Skills Gap,0.47
Workplace Safety,Skills Gap,0.66
Benefits,Wellbeing,0.95
Compensation,Wellbeing,0.39
Compliance,Wellbeing,0.4
Performance,Wellbeing,0.74
Recruitment,Wellbeing,0.44
Retention,Wellbeing,0.9
Training,Wellbeing,0.03
Workplace Safety,Wellbeing,0.94
