Agriculture and Food Production,the Patterns of Agriculture and Food Production,9x9,random
Dairy,Cost,0.35
Farm Management,Cost,0.24
Farming Techniques,Cost,0.67
Fisheries,Cost,0.06
Forestry,Cost,0.87
Livestock,Cost,0.68
Poultry,Cost,0.64
Soil Health,Cost,0.98
Water Usage,Cost,0.03
Dairy,Demand,0.24
Farm Management,Demand,0.87
Farming Techniques,Demand,0.74
Fisheries,Demand,0.05
Forestry,Demand,0.18
Livestock,Demand,0.76
Poultry,Demand,0.49
Soil Health,Demand,0.52
Water Usage,Demand,0.03
Dairy,Export,0.03
Farm Management,Export,0.99
Farming Techniques,Export,0.27
Fisheries,Export,0.07
Forestry,Export,0.56
Livestock,Export,0.23
Poultry,Export,0.42
Soil Health,Export,0.17
Water Usage,Export,0.75
Dairy,Market Price,0.27
Farm Management,Market Price,0.45
Farming Techniques,Market Price,0.56
Fisheries,Market Price,0.37
Forestry,Market Price,0.56
Livestock,Market Price,0.21
Poultry,Market Price,0.03
Soil Health,Market Price,0.0
Water Usage,Market Price,0.68
Dairy,Quality,0.71
Farm Management,Quality,0.01
Farming Techniques,Quality,0.03
Fisheries,Quality,0.17
Forestry,Quality,0.51
Livestock,Quality,0.45
Poultry,Quality,0.14
Soil Health,Quality,0.52
Water Usage,Quality,0.21
Dairy,Regulations,0.92
Farm Management,Regulations,0.46
Farming Techniques,Regulations,0.89
Fisheries,Regulations,0.9
Forestry,Regulations,0.45
Livestock,Regulations,0.94
Poultry,Regulations,0.08
Soil Health,Regulations,0.99
Water Usage,Regulations,0.08
Dairy,Sustainability,0.91
Farm Management,Sustainability,0.36
Farming Techniques,Sustainability,0.03
Fisheries,Sustainability,0.67
Forestry,Sustainability,0.03
Livestock,Sustainability,0.01
Poultry,Sustainability,0.94
Soil Health,Sustainability,0.74
Water Usage,Sustainability,0.22
Dairy,Technology Adoption,0.2
Farm Management,Technology Adoption,0.72
Farming Techniques,Technology Adoption,0.83
Fisheries,Technology Adoption,0.53
Forestry,Technology Adoption,0.51
Livestock,Technology Adoption,0.4
Poultry,Technology Adoption,0.61
Soil Health,Technology Adoption,0.91
Water Usage,Technology Adoption,0.9
Dairy,Weather Impact,0.27
Farm Management,Weather Impact,0.72
Farming Techniques,Weather Impact,0.33
Fisheries,Weather Impact,0.59
Forestry,Weather Impact,0.4
Livestock,Weather Impact,0.66
Poultry,Weather Impact,0.23
Soil Health,Weather Impact,0.94
Water Usage,Weather Impact,0.95
