Transportation and Logistics,the Engagement of Transportation and Logistics,8x8,radial_gradient
Air,Capacity,0.92
Customs,Capacity,0.82
Intermodal,Capacity,0.83
Maritime,Capacity,0.8
Planning,Capacity,0.78
Rail,Capacity,0.84
Road,Capacity,0.93
Warehousing,Capacity,0.97
Air,Compliance,0.79
Customs,Compliance,0.75
Intermodal,Compliance,0.72
Maritime,Compliance,0.72
Planning,Compliance,0.7
Rail,Compliance,0.76
Road,Compliance,0.79
Warehousing,Compliance,0.87
Air,Efficiency,0.7
Customs,Efficiency,0.64
Intermodal,Efficiency,0.62
Maritime,Efficiency,0.57
Planning,Efficiency,0.63
Rail,Efficiency,0.66
Road,Efficiency,0.71
Warehousing,Efficiency,0.79
Air,Labor,0.62
Customs,Labor,0.6
Intermodal,Labor,0.5
Maritime,Labor,0.48
Planning,Labor,0.54
Rail,Labor,0.58
Road,Labor,0.63
Warehousing,Labor,0.75
Air,Safety,0.56
Customs,Safety,0.45
Intermodal,Safety,0.39
Maritime,Safety,0.4
Planning,Safety,0.44
Rail,Safety,0.49
Road,Safety,0.58
Warehousing,Safety,0.67
Air,Speed,0.49
Customs,Speed,0.39
Intermodal,Speed,0.29
Maritime,Speed,0.32
Planning,Speed,0.35
Rail,Speed,0.42
Road,Speed,0.5
Warehousing,Speed,0.61
Air,Sustainability,0.49
Customs,Sustainability,0.37
Intermodal,Sustainability,0.27
Maritime,Sustainability,0.21
Planning,Sustainability,0.28
Rail,Sustainability,0.41
Road,Sustainability,0.49
Warehousing,Sustainability,0.58
Air,Technology,0.48
Customs,Technology,0.39
Intermodal,Technology,0.25
Maritime,Technology,0.29
Planning,Technology,0.27
Rail,Technology,0.4
Road,Technology,0.52
Warehousing,Technology,0.61
