Healthcare and Health,the Performance of Healthcare and Health,8x8,radial_gradient
Clinics,Access,0.83
Hospitals,Access,0.73
Insurance,Access,0.74
Medical Devices,Access,0.65
Pharmaceuticals,Access,0.63
Public Health,Access,0.61
Research,Access,0.62
Telemedicine,Access,0.58
Clinics,Epidemiology,0.79
Hospitals,Epidemiology,0.69
Insurance,Epidemiology,0.67
Medical Devices,Epidemiology,0.61
Pharmaceuticals,Epidemiology,0.55
Public Health,Epidemiology,0.51
Research,Epidemiology,0.54
Telemedicine,Epidemiology,0.52
Clinics,Funding,0.73
Hospitals,Funding,0.64
Insurance,Funding,0.59
Medical Devices,Funding,0.51
Pharmaceuticals,Funding,0.47
Public Health,Funding,0.46
Research,Funding,0.46
Telemedicine,Funding,0.41
Clinics,Patient Satisfaction,0.67
Hospitals,Patient Satisfaction,0.62
Insurance,Patient Satisfaction,0.5
Medical Devices,Patient Satisfaction,0.48
Pharmaceuticals,Patient Satisfaction,0.39
Public Health,Patient Satisfaction,0.34
Research,Patient Satisfaction,0.33
Telemedicine,Patient Satisfaction,0.37
Clinics,Prevention,0.66
Hospitals,Prevention,0.53
Insurance,Prevention,0.52
Medical Devices,Prevention,0.43
Pharmaceuticals,Prevention,0.34
Public Health,Prevention,0.28
Research,Prevention,0.26
Telemedicine,Prevention,0.3
Clinics,Regulations,0.59
Hospitals,Regulations,0.5
Insurance,Regulations,0.46
Medical Devices,Regulations,0.36
Pharmaceuticals,Regulations,0.29
Public Health,Regulations,0.22
Research,Regulations,0.18
Telemedicine,Regulations,0.17
Clinics,Staffing,0.63
Hospitals,Staffing,0.51
Insurance,Staffing,0.4
Medical Devices,Staffing,0.31
Pharmaceuticals,Staffing,0.21
Public Health,Staffing,0.21
Research,Staffing,0.09
Telemedicine,Staffing,0.14
Clinics,Technology Adoption,0.6
Hospitals,Technology Adoption,0.53
Insurance,Technology Adoption,0.44
Medical Devices,Technology Adoption,0.35
Pharmaceuticals,Technology Adoption,0.27
Public Health,Technology Adoption,0.17
Research,Technology Adoption,0.15
Telemedicine,Technology Adoption,0.15
