Healthcare and Health,the Risk Assessment of Healthcare and Health,7x8,central_cluster
Clinics,Cost,0.15
Hospitals,Cost,0.14
Insurance,Cost,0.16
Patient Care,Cost,0.18
Pharmaceuticals,Cost,0.21
Policy,Cost,0.19
Telemedicine,Cost,0.18
Clinics,Outcomes,0.2
Hospitals,Outcomes,0.18
Insurance,Outcomes,0.19
Patient Care,Outcomes,0.16
Pharmaceuticals,Outcomes,0.19
Policy,Outcomes,0.2
Telemedicine,Outcomes,0.21
Clinics,Patient Satisfaction,0.16
Hospitals,Patient Satisfaction,0.19
Insurance,Patient Satisfaction,0.25
Patient Care,Patient Satisfaction,0.24
Pharmaceuticals,Patient Satisfaction,0.27
Policy,Patient Satisfaction,0.22
Telemedicine,Patient Satisfaction,0.25
Clinics,Prevention,0.21
Hospitals,Prevention,0.24
Insurance,Prevention,0.3
Patient Care,Prevention,0.33
Pharmaceuticals,Prevention,0.36
Policy,Prevention,0.34
Telemedicine,Prevention,0.31
Clinics,Quality,0.28
Hospitals,Quality,0.35
Insurance,Quality,0.38
Patient Care,Quality,0.42
Pharmaceuticals,Quality,0.47
Policy,Quality,0.44
Telemedicine,Quality,0.45
Clinics,Regulations,0.29
Hospitals,Regulations,0.38
Insurance,Regulations,0.47
Patient Care,Regulations,0.54
Pharmaceuticals,Regulations,0.55
Policy,Regulations,0.61
Telemedicine,Regulations,0.58
Clinics,Staffing,0.37
Hospitals,Staffing,0.41
Insurance,Staffing,0.58
Patient Care,Staffing,0.61
Pharmaceuticals,Staffing,0.7
Policy,Staffing,0.72
Telemedicine,Staffing,0.71
Clinics,Technology Adoption,0.36
Hospitals,Technology Adoption,0.49
Insurance,Technology Adoption,0.58
Patient Care,Technology Adoption,0.7
Pharmaceuticals,Technology Adoption,0.79
Policy,Technology Adoption,0.84
Telemedicine,Technology Adoption,0.79
