Sports and Entertainment,the Risk Assessment of Sports and Entertainment,7x8,horizontal_gradient
Basketball,Attendance,0.82
Football,Attendance,0.74
Media Rights,Attendance,0.64
Music,Attendance,0.51
Publishing,Attendance,0.39
Streaming,Attendance,0.35
Theater,Attendance,0.2
Basketball,Fan Engagement,0.83
Football,Fan Engagement,0.72
Media Rights,Fan Engagement,0.62
Music,Fan Engagement,0.49
Publishing,Fan Engagement,0.41
Streaming,Fan Engagement,0.28
Theater,Fan Engagement,0.21
Basketball,Ratings,0.8
Football,Ratings,0.71
Media Rights,Ratings,0.67
Music,Ratings,0.51
Publishing,Ratings,0.36
Streaming,Ratings,0.32
Theater,Ratings,0.24
Basketball,Royalties,0.85
Football,Royalties,0.74
Media Rights,Royalties,0.62
Music,Royalties,0.52
Publishing,Royalties,0.43
Streaming,Royalties,0.32
Theater,Royalties,0.21
Basketball,Social Media,0.82
Football,Social Media,0.69
Media Rights,Social Media,0.61
Music,Social Media,0.5
Publishing,Social Media,0.44
Streaming,Social Media,0.33
Theater,Social Media,0.24
Basketball,Sponsorship,0.84
Football,Sponsorship,0.76
Media Rights,Sponsorship,0.64
Music,Sponsorship,0.5
Publishing,Sponsorship,0.43
Streaming,Sponsorship,0.32
Theater,Sponsorship,0.22
Basketball,Streaming Hours,0.81
Football,Streaming Hours,0.74
Media Rights,Streaming Hours,0.63
Music,Streaming Hours,0.52
Publishing,Streaming Hours,0.4
Streaming,Streaming Hours,0.31
Theater,Streaming Hours,0.22
Basketball,Ticket Sales,0.82
Football,Ticket Sales,0.75
Media Rights,Ticket Sales,0.64
Music,Ticket Sales,0.53
Publishing,Ticket Sales,0.43
Streaming,Ticket Sales,0.32
Theater,Ticket Sales,0.24
